datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,kommentar
2020-01-05,05:15:00,05:30:00,Arnulf,0,0,0,NA
2020-01-05,05:30:00,05:45:00,Arnulf,0,1,1,NA
2020-01-05,05:45:00,06:00:00,Arnulf,1,0,1,NA
2020-01-05,06:00:00,06:15:00,Arnulf,0,1,1,NA
2020-01-05,06:15:00,06:30:00,Arnulf,0,0,0,NA
2020-01-05,06:30:00,06:45:00,Arnulf,3,0,3,NA
2020-01-05,06:45:00,07:00:00,Arnulf,3,0,3,NA
2020-01-05,07:00:00,07:15:00,Arnulf,1,1,2,NA
2020-01-05,07:15:00,07:30:00,Arnulf,1,0,1,NA
2020-01-05,07:30:00,07:45:00,Arnulf,3,0,3,NA
2020-01-05,07:45:00,08:00:00,Arnulf,2,0,2,NA
2020-01-05,08:00:00,08:15:00,Arnulf,1,0,1,NA
2020-01-05,08:15:00,08:30:00,Arnulf,0,0,0,NA
2020-01-05,08:30:00,08:45:00,Arnulf,3,0,3,NA
2020-01-05,08:45:00,09:00:00,Arnulf,1,0,1,NA
2020-01-05,09:00:00,09:15:00,Arnulf,1,0,1,NA
2020-01-05,09:15:00,09:30:00,Arnulf,5,0,5,NA
2020-01-05,09:30:00,09:45:00,Arnulf,3,1,4,NA
2020-01-05,09:45:00,10:00:00,Arnulf,1,1,2,NA
2020-01-05,10:00:00,10:15:00,Arnulf,1,0,1,NA
2020-01-05,10:15:00,10:30:00,Arnulf,5,0,5,NA
2020-01-05,10:30:00,10:45:00,Arnulf,4,0,4,NA
2020-01-05,10:45:00,11:00:00,Arnulf,3,0,3,NA
2020-01-05,11:00:00,11:15:00,Arnulf,1,0,1,NA
2020-01-05,11:15:00,11:30:00,Arnulf,3,1,4,NA
2020-01-05,11:30:00,11:45:00,Arnulf,4,0,4,NA
2020-01-05,11:45:00,12:00:00,Arnulf,3,1,4,NA
2020-01-05,12:00:00,12:15:00,Arnulf,5,0,5,NA
2020-01-05,12:15:00,12:30:00,Arnulf,3,2,5,NA
2020-01-05,12:30:00,12:45:00,Arnulf,3,0,3,NA
2020-01-05,12:45:00,13:00:00,Arnulf,7,0,7,NA
2020-01-05,13:00:00,13:15:00,Arnulf,4,0,4,NA
2020-01-05,13:15:00,13:30:00,Arnulf,8,3,11,NA
2020-01-05,13:30:00,13:45:00,Arnulf,5,0,5,NA
2020-01-05,13:45:00,14:00:00,Arnulf,9,1,10,NA
2020-01-05,14:00:00,14:15:00,Arnulf,6,0,6,NA
2020-01-05,14:15:00,14:30:00,Arnulf,4,0,4,NA
2020-01-05,14:30:00,14:45:00,Arnulf,6,0,6,NA
2020-01-05,14:45:00,15:00:00,Arnulf,5,0,5,NA
2020-01-05,15:00:00,15:15:00,Arnulf,6,0,6,NA
2020-01-05,15:15:00,15:30:00,Arnulf,6,0,6,NA
2020-01-05,15:30:00,15:45:00,Arnulf,4,0,4,NA
2020-01-05,15:45:00,16:00:00,Arnulf,7,1,8,NA
2020-01-05,16:00:00,16:15:00,Arnulf,5,0,5,NA
2020-01-05,16:15:00,16:30:00,Arnulf,8,1,9,NA
2020-01-05,16:30:00,16:45:00,Arnulf,7,0,7,NA
2020-01-05,16:45:00,17:00:00,Arnulf,7,0,7,NA
2020-01-05,17:00:00,17:15:00,Arnulf,3,0,3,NA
2020-01-05,17:15:00,17:30:00,Arnulf,8,0,8,NA
2020-01-05,17:30:00,17:45:00,Arnulf,3,0,3,NA
2020-01-05,17:45:00,18:00:00,Arnulf,3,5,8,NA
2020-01-05,18:00:00,18:15:00,Arnulf,7,1,8,NA
2020-01-05,18:15:00,18:30:00,Arnulf,10,0,10,NA
2020-01-05,18:30:00,18:45:00,Arnulf,6,0,6,NA
2020-01-05,18:45:00,19:00:00,Arnulf,4,0,4,NA
2020-01-05,19:00:00,19:15:00,Arnulf,4,1,5,NA
2020-01-05,19:15:00,19:30:00,Arnulf,4,1,5,NA
2020-01-05,19:30:00,19:45:00,Arnulf,2,0,2,NA
2020-01-05,19:45:00,20:00:00,Arnulf,4,0,4,NA
2020-01-05,20:00:00,20:15:00,Arnulf,1,2,3,NA
2020-01-05,20:15:00,20:30:00,Arnulf,2,0,2,NA
2020-01-05,20:30:00,20:45:00,Arnulf,3,0,3,NA
2020-01-05,20:45:00,21:00:00,Arnulf,1,1,2,NA
2020-01-05,21:00:00,21:15:00,Arnulf,3,1,4,NA
2020-01-05,21:15:00,21:30:00,Arnulf,6,0,6,NA
2020-01-05,21:30:00,21:45:00,Arnulf,3,0,3,NA
2020-01-05,21:45:00,22:00:00,Arnulf,0,1,1,NA
2020-01-05,22:00:00,22:15:00,Arnulf,5,0,5,NA
2020-01-05,22:15:00,22:30:00,Arnulf,0,1,1,NA
2020-01-05,22:30:00,22:45:00,Arnulf,6,2,8,NA
2020-01-05,22:45:00,23:00:00,Arnulf,0,0,0,NA
2020-01-05,23:00:00,23:15:00,Arnulf,1,0,1,NA
2020-01-05,23:15:00,23:30:00,Arnulf,0,1,1,NA
2020-01-05,23:30:00,23:45:00,Arnulf,3,2,5,NA
2020-01-05,23:45:00,00:00:00,Arnulf,1,0,1,NA
2020-01-06,00:00:00,00:15:00,Arnulf,1,1,2,NA
2020-01-06,00:15:00,00:30:00,Arnulf,1,0,1,NA
2020-01-06,00:30:00,00:45:00,Arnulf,0,0,0,NA
2020-01-06,00:45:00,01:00:00,Arnulf,0,0,0,NA
2020-01-06,01:00:00,01:15:00,Arnulf,2,0,2,NA
2020-01-06,01:15:00,01:30:00,Arnulf,0,0,0,NA
2020-01-06,01:30:00,01:45:00,Arnulf,0,0,0,NA
2020-01-06,01:45:00,02:00:00,Arnulf,0,0,0,NA
2020-01-06,02:00:00,02:15:00,Arnulf,0,0,0,NA
2020-01-06,02:15:00,02:30:00,Arnulf,0,0,0,NA
2020-01-06,02:30:00,02:45:00,Arnulf,0,0,0,NA
2020-01-06,02:45:00,03:00:00,Arnulf,2,0,2,NA
2020-01-06,03:00:00,03:15:00,Arnulf,0,0,0,NA
2020-01-06,03:15:00,03:30:00,Arnulf,0,0,0,NA
2020-01-06,03:30:00,03:45:00,Arnulf,2,0,2,NA
2020-01-06,03:45:00,04:00:00,Arnulf,2,0,2,NA
2020-01-06,04:00:00,04:15:00,Arnulf,0,1,1,NA
2020-01-06,04:15:00,04:30:00,Arnulf,1,0,1,NA
2020-01-06,04:30:00,04:45:00,Arnulf,1,0,1,NA
2020-01-06,04:45:00,05:00:00,Arnulf,2,0,2,NA
2020-01-06,05:00:00,05:15:00,Arnulf,1,0,1,NA
2020-01-06,05:15:00,05:30:00,Arnulf,1,0,1,NA
2020-01-06,05:30:00,05:45:00,Arnulf,1,0,1,NA
2020-01-06,05:45:00,06:00:00,Arnulf,1,0,1,NA
2020-01-06,06:00:00,06:15:00,Arnulf,1,2,3,NA
2020-01-06,06:15:00,06:30:00,Arnulf,0,0,0,NA
2020-01-06,06:30:00,06:45:00,Arnulf,1,0,1,NA
2020-01-06,06:45:00,07:00:00,Arnulf,2,1,3,NA
2020-01-06,07:00:00,07:15:00,Arnulf,2,0,2,NA
2020-01-06,07:15:00,07:30:00,Arnulf,1,0,1,NA
2020-01-06,07:30:00,07:45:00,Arnulf,4,0,4,NA
2020-01-06,07:45:00,08:00:00,Arnulf,1,0,1,NA
2020-01-06,08:00:00,08:15:00,Arnulf,6,0,6,NA
2020-01-06,08:15:00,08:30:00,Arnulf,0,0,0,NA
2020-01-06,08:30:00,08:45:00,Arnulf,3,0,3,NA
2020-01-06,08:45:00,09:00:00,Arnulf,5,1,6,NA
2020-01-06,09:00:00,09:15:00,Arnulf,1,0,1,NA
2020-01-06,09:15:00,09:30:00,Arnulf,4,2,6,NA
2020-01-06,09:30:00,09:45:00,Arnulf,5,0,5,NA
2020-01-06,09:45:00,10:00:00,Arnulf,8,0,8,NA
2020-01-06,10:00:00,10:15:00,Arnulf,3,0,3,NA
2020-01-06,10:15:00,10:30:00,Arnulf,1,0,1,NA
2020-01-06,10:30:00,10:45:00,Arnulf,3,1,4,NA
2020-01-06,10:45:00,11:00:00,Arnulf,5,1,6,NA
2020-01-06,11:00:00,11:15:00,Arnulf,3,0,3,NA
2020-01-06,11:15:00,11:30:00,Arnulf,3,2,5,NA
2020-01-06,11:30:00,11:45:00,Arnulf,7,0,7,NA
2020-01-06,11:45:00,12:00:00,Arnulf,6,0,6,NA
2020-01-06,12:00:00,12:15:00,Arnulf,1,0,1,NA
2020-01-06,12:15:00,12:30:00,Arnulf,9,1,10,NA
2020-01-06,12:30:00,12:45:00,Arnulf,14,0,14,NA
2020-01-06,12:45:00,13:00:00,Arnulf,9,1,10,NA
2020-01-06,13:00:00,13:15:00,Arnulf,9,1,10,NA
2020-01-06,13:15:00,13:30:00,Arnulf,6,0,6,NA
2020-01-06,13:30:00,13:45:00,Arnulf,15,1,16,NA
2020-01-06,13:45:00,14:00:00,Arnulf,10,0,10,NA
2020-01-06,14:00:00,14:15:00,Arnulf,8,2,10,NA
2020-01-06,14:15:00,14:30:00,Arnulf,13,2,15,NA
2020-01-06,14:30:00,14:45:00,Arnulf,13,0,13,NA
2020-01-06,14:45:00,15:00:00,Arnulf,10,1,11,NA
2020-01-06,15:00:00,15:15:00,Arnulf,5,1,6,NA
2020-01-06,15:15:00,15:30:00,Arnulf,10,1,11,NA
2020-01-06,15:30:00,15:45:00,Arnulf,18,1,19,NA
2020-01-06,15:45:00,16:00:00,Arnulf,5,0,5,NA
2020-01-06,16:00:00,16:15:00,Arnulf,11,0,11,NA
2020-01-06,16:15:00,16:30:00,Arnulf,6,1,7,NA
2020-01-06,16:30:00,16:45:00,Arnulf,11,0,11,NA
2020-01-06,16:45:00,17:00:00,Arnulf,6,0,6,NA
2020-01-06,17:00:00,17:15:00,Arnulf,3,2,5,NA
2020-01-06,17:15:00,17:30:00,Arnulf,6,1,7,NA
2020-01-06,17:30:00,17:45:00,Arnulf,8,0,8,NA
2020-01-06,17:45:00,18:00:00,Arnulf,1,0,1,NA
2020-01-06,18:00:00,18:15:00,Arnulf,1,1,2,NA
2020-01-06,18:15:00,18:30:00,Arnulf,4,0,4,NA
2020-01-06,18:30:00,18:45:00,Arnulf,3,2,5,NA
2020-01-06,18:45:00,19:00:00,Arnulf,7,0,7,NA
2020-01-06,19:00:00,19:15:00,Arnulf,1,0,1,NA
2020-01-06,19:15:00,19:30:00,Arnulf,4,0,4,NA
2020-01-06,19:30:00,19:45:00,Arnulf,4,1,5,NA
2020-01-06,19:45:00,20:00:00,Arnulf,4,0,4,NA
2020-01-06,20:00:00,20:15:00,Arnulf,4,1,5,NA
2020-01-06,20:15:00,20:30:00,Arnulf,1,0,1,NA
2020-01-06,20:30:00,20:45:00,Arnulf,3,0,3,NA
2020-01-06,20:45:00,21:00:00,Arnulf,1,0,1,NA
2020-01-06,21:00:00,21:15:00,Arnulf,6,0,6,NA
2020-01-06,21:15:00,21:30:00,Arnulf,5,0,5,NA
2020-01-06,21:30:00,21:45:00,Arnulf,1,0,1,NA
2020-01-06,21:45:00,22:00:00,Arnulf,0,0,0,NA
2020-01-06,22:00:00,22:15:00,Arnulf,2,0,2,NA
2020-01-06,22:15:00,22:30:00,Arnulf,3,0,3,NA
2020-01-06,22:30:00,22:45:00,Arnulf,3,2,5,NA
2020-01-06,22:45:00,23:00:00,Arnulf,4,0,4,NA
2020-01-06,23:00:00,23:15:00,Arnulf,3,1,4,NA
2020-01-06,23:15:00,23:30:00,Arnulf,1,0,1,NA
2020-01-06,23:30:00,23:45:00,Arnulf,1,0,1,NA
2020-01-06,23:45:00,00:00:00,Arnulf,0,0,0,NA
2020-01-07,00:00:00,00:15:00,Arnulf,0,0,0,NA
2020-01-07,00:15:00,00:30:00,Arnulf,0,0,0,NA
2020-01-07,00:30:00,00:45:00,Arnulf,0,0,0,NA
2020-01-07,00:45:00,01:00:00,Arnulf,0,1,1,NA
2020-01-07,01:00:00,01:15:00,Arnulf,0,0,0,NA
2020-01-07,01:15:00,01:30:00,Arnulf,0,1,1,NA
2020-01-07,01:30:00,01:45:00,Arnulf,0,0,0,NA
2020-01-07,01:45:00,02:00:00,Arnulf,0,0,0,NA
2020-01-07,02:00:00,02:15:00,Arnulf,0,0,0,NA
2020-01-07,02:15:00,02:30:00,Arnulf,0,0,0,NA
2020-01-07,02:30:00,02:45:00,Arnulf,1,0,1,NA
2020-01-07,02:45:00,03:00:00,Arnulf,1,0,1,NA
2020-01-07,03:00:00,03:15:00,Arnulf,0,0,0,NA
2020-01-07,03:15:00,03:30:00,Arnulf,1,0,1,NA
2020-01-07,03:30:00,03:45:00,Arnulf,0,0,0,NA
2020-01-07,03:45:00,04:00:00,Arnulf,0,0,0,NA
2020-01-07,04:00:00,04:15:00,Arnulf,0,0,0,NA
2020-01-07,04:15:00,04:30:00,Arnulf,0,0,0,NA
2020-01-07,04:30:00,04:45:00,Arnulf,1,0,1,NA
2020-01-07,04:45:00,05:00:00,Arnulf,3,0,3,NA
2020-01-07,05:00:00,05:15:00,Arnulf,3,1,4,NA
2020-01-07,05:15:00,05:30:00,Arnulf,0,0,0,NA
2020-01-07,05:30:00,05:45:00,Arnulf,3,1,4,NA
2020-01-07,05:45:00,06:00:00,Arnulf,5,0,5,NA
2020-01-07,06:00:00,06:15:00,Arnulf,8,0,8,NA
2020-01-07,06:15:00,06:30:00,Arnulf,7,2,9,NA
2020-01-07,06:30:00,06:45:00,Arnulf,8,3,11,NA
2020-01-07,06:45:00,07:00:00,Arnulf,14,0,14,NA
2020-01-07,07:00:00,07:15:00,Arnulf,15,1,16,NA
2020-01-07,07:15:00,07:30:00,Arnulf,22,1,23,NA
2020-01-07,07:30:00,07:45:00,Arnulf,24,0,24,NA
2020-01-07,07:45:00,08:00:00,Arnulf,49,3,52,NA
2020-01-07,08:00:00,08:15:00,Arnulf,43,1,44,NA
2020-01-07,08:15:00,08:30:00,Arnulf,42,3,45,NA
2020-01-07,08:30:00,08:45:00,Arnulf,32,3,35,NA
2020-01-07,08:45:00,09:00:00,Arnulf,28,1,29,NA
2020-01-07,09:00:00,09:15:00,Arnulf,24,1,25,NA
2020-01-07,09:15:00,09:30:00,Arnulf,16,3,19,NA
2020-01-07,09:30:00,09:45:00,Arnulf,18,0,18,NA
2020-01-07,09:45:00,10:00:00,Arnulf,7,0,7,NA
2020-01-07,10:00:00,10:15:00,Arnulf,6,1,7,NA
2020-01-07,10:15:00,10:30:00,Arnulf,8,1,9,NA
2020-01-07,10:30:00,10:45:00,Arnulf,9,2,11,NA
2020-01-07,10:45:00,11:00:00,Arnulf,3,0,3,NA
2020-01-07,11:00:00,11:15:00,Arnulf,12,1,13,NA
2020-01-07,11:15:00,11:30:00,Arnulf,8,0,8,NA
2020-01-07,11:30:00,11:45:00,Arnulf,9,1,10,NA
2020-01-07,11:45:00,12:00:00,Arnulf,12,0,12,NA
2020-01-07,12:00:00,12:15:00,Arnulf,10,0,10,NA
2020-01-07,12:15:00,12:30:00,Arnulf,3,0,3,NA
2020-01-07,12:30:00,12:45:00,Arnulf,5,1,6,NA
2020-01-07,12:45:00,13:00:00,Arnulf,8,1,9,NA
2020-01-07,13:00:00,13:15:00,Arnulf,4,1,5,NA
2020-01-07,13:15:00,13:30:00,Arnulf,9,1,10,NA
2020-01-07,13:30:00,13:45:00,Arnulf,12,0,12,NA
2020-01-07,13:45:00,14:00:00,Arnulf,11,2,13,NA
2020-01-07,14:00:00,14:15:00,Arnulf,14,1,15,NA
2020-01-07,14:15:00,14:30:00,Arnulf,7,4,11,NA
2020-01-07,14:30:00,14:45:00,Arnulf,14,0,14,NA
2020-01-07,14:45:00,15:00:00,Arnulf,7,2,9,NA
2020-01-07,15:00:00,15:15:00,Arnulf,12,0,12,NA
2020-01-07,15:15:00,15:30:00,Arnulf,11,1,12,NA
2020-01-07,15:30:00,15:45:00,Arnulf,17,1,18,NA
2020-01-07,15:45:00,16:00:00,Arnulf,13,1,14,NA
2020-01-07,16:00:00,16:15:00,Arnulf,14,2,16,NA
2020-01-07,16:15:00,16:30:00,Arnulf,22,5,27,NA
2020-01-07,16:30:00,16:45:00,Arnulf,10,2,12,NA
2020-01-07,16:45:00,17:00:00,Arnulf,27,2,29,NA
2020-01-07,17:00:00,17:15:00,Arnulf,19,1,20,NA
2020-01-07,17:15:00,17:30:00,Arnulf,26,2,28,NA
2020-01-07,17:30:00,17:45:00,Arnulf,22,3,25,NA
2020-01-07,17:45:00,18:00:00,Arnulf,40,1,41,NA
2020-01-07,18:00:00,18:15:00,Arnulf,34,2,36,NA
2020-01-07,18:15:00,18:30:00,Arnulf,25,3,28,NA
2020-01-07,18:30:00,18:45:00,Arnulf,23,3,26,NA
2020-01-07,18:45:00,19:00:00,Arnulf,13,1,14,NA
2020-01-07,19:00:00,19:15:00,Arnulf,12,1,13,NA
2020-01-07,19:15:00,19:30:00,Arnulf,6,3,9,NA
2020-01-07,19:30:00,19:45:00,Arnulf,11,1,12,NA
2020-01-07,19:45:00,20:00:00,Arnulf,6,2,8,NA
2020-01-07,20:00:00,20:15:00,Arnulf,6,1,7,NA
2020-01-07,20:15:00,20:30:00,Arnulf,7,1,8,NA
2020-01-07,20:30:00,20:45:00,Arnulf,7,1,8,NA
2020-01-07,20:45:00,21:00:00,Arnulf,1,1,2,NA
2020-01-07,21:00:00,21:15:00,Arnulf,4,0,4,NA
2020-01-07,21:15:00,21:30:00,Arnulf,5,3,8,NA
2020-01-07,21:30:00,21:45:00,Arnulf,3,0,3,NA
2020-01-07,21:45:00,22:00:00,Arnulf,1,0,1,NA
2020-01-07,22:00:00,22:15:00,Arnulf,4,1,5,NA
2020-01-07,22:15:00,22:30:00,Arnulf,6,0,6,NA
2020-01-07,22:30:00,22:45:00,Arnulf,4,0,4,NA
2020-01-07,22:45:00,23:00:00,Arnulf,2,1,3,NA
2020-01-07,23:00:00,23:15:00,Arnulf,1,0,1,NA
2020-01-07,23:15:00,23:30:00,Arnulf,0,1,1,NA
2020-01-07,23:30:00,23:45:00,Arnulf,4,1,5,NA
2020-01-07,23:45:00,00:00:00,Arnulf,3,0,3,NA
2020-01-08,00:00:00,00:15:00,Arnulf,1,0,1,NA
2020-01-08,00:15:00,00:30:00,Arnulf,0,0,0,NA
2020-01-08,00:30:00,00:45:00,Arnulf,0,0,0,NA
2020-01-08,00:45:00,01:00:00,Arnulf,0,0,0,NA
2020-01-08,01:00:00,01:15:00,Arnulf,1,0,1,NA
2020-01-08,01:15:00,01:30:00,Arnulf,0,0,0,NA
2020-01-08,01:30:00,01:45:00,Arnulf,0,0,0,NA
2020-01-08,01:45:00,02:00:00,Arnulf,0,0,0,NA
2020-01-08,02:00:00,02:15:00,Arnulf,0,0,0,NA
2020-01-08,02:15:00,02:30:00,Arnulf,0,0,0,NA
2020-01-08,02:30:00,02:45:00,Arnulf,0,0,0,NA
2020-01-08,02:45:00,03:00:00,Arnulf,0,0,0,NA
2020-01-08,03:00:00,03:15:00,Arnulf,0,0,0,NA
2020-01-08,03:15:00,03:30:00,Arnulf,0,0,0,NA
2020-01-08,03:30:00,03:45:00,Arnulf,0,0,0,NA
2020-01-08,03:45:00,04:00:00,Arnulf,0,0,0,NA
2020-01-08,04:00:00,04:15:00,Arnulf,0,0,0,NA
2020-01-08,04:15:00,04:30:00,Arnulf,0,0,0,NA
2020-01-08,04:30:00,04:45:00,Arnulf,0,0,0,NA
2020-01-08,04:45:00,05:00:00,Arnulf,1,0,1,NA
2020-01-08,05:00:00,05:15:00,Arnulf,2,0,2,NA
2020-01-08,05:15:00,05:30:00,Arnulf,1,0,1,NA
2020-01-08,05:30:00,05:45:00,Arnulf,5,0,5,NA
2020-01-08,05:45:00,06:00:00,Arnulf,5,2,7,NA
2020-01-08,06:00:00,06:15:00,Arnulf,4,0,4,NA
2020-01-08,06:15:00,06:30:00,Arnulf,4,1,5,NA
2020-01-08,06:30:00,06:45:00,Arnulf,4,3,7,NA
2020-01-08,06:45:00,07:00:00,Arnulf,11,0,11,NA
2020-01-08,07:00:00,07:15:00,Arnulf,9,0,9,NA
2020-01-08,07:15:00,07:30:00,Arnulf,26,0,26,NA
2020-01-08,07:30:00,07:45:00,Arnulf,22,2,24,NA
2020-01-08,07:45:00,08:00:00,Arnulf,49,0,49,NA
2020-01-08,08:00:00,08:15:00,Arnulf,37,2,39,NA
2020-01-08,08:15:00,08:30:00,Arnulf,39,3,42,NA
2020-01-08,08:30:00,08:45:00,Arnulf,35,7,42,NA
2020-01-08,08:45:00,09:00:00,Arnulf,34,2,36,NA
2020-01-08,09:00:00,09:15:00,Arnulf,23,1,24,NA
2020-01-08,09:15:00,09:30:00,Arnulf,19,1,20,NA
2020-01-08,09:30:00,09:45:00,Arnulf,19,1,20,NA
2020-01-08,09:45:00,10:00:00,Arnulf,8,0,8,NA
2020-01-08,10:00:00,10:15:00,Arnulf,13,1,14,NA
2020-01-08,10:15:00,10:30:00,Arnulf,12,0,12,NA
2020-01-08,10:30:00,10:45:00,Arnulf,6,0,6,NA
2020-01-08,10:45:00,11:00:00,Arnulf,8,0,8,NA
2020-01-08,11:00:00,11:15:00,Arnulf,8,0,8,NA
2020-01-08,11:15:00,11:30:00,Arnulf,16,2,18,NA
2020-01-08,11:30:00,11:45:00,Arnulf,6,0,6,NA
2020-01-08,11:45:00,12:00:00,Arnulf,10,1,11,NA
2020-01-08,12:00:00,12:15:00,Arnulf,11,0,11,NA
2020-01-08,12:15:00,12:30:00,Arnulf,7,3,10,NA
2020-01-08,12:30:00,12:45:00,Arnulf,10,1,11,NA
2020-01-08,12:45:00,13:00:00,Arnulf,10,1,11,NA
2020-01-08,13:00:00,13:15:00,Arnulf,9,1,10,NA
2020-01-08,13:15:00,13:30:00,Arnulf,12,1,13,NA
2020-01-08,13:30:00,13:45:00,Arnulf,10,0,10,NA
2020-01-08,13:45:00,14:00:00,Arnulf,15,0,15,NA
2020-01-08,14:00:00,14:15:00,Arnulf,10,0,10,NA
2020-01-08,14:15:00,14:30:00,Arnulf,14,0,14,NA
2020-01-08,14:30:00,14:45:00,Arnulf,13,0,13,NA
2020-01-08,14:45:00,15:00:00,Arnulf,12,2,14,NA
2020-01-08,15:00:00,15:15:00,Arnulf,14,1,15,NA
2020-01-08,15:15:00,15:30:00,Arnulf,10,1,11,NA
2020-01-08,15:30:00,15:45:00,Arnulf,10,0,10,NA
2020-01-08,15:45:00,16:00:00,Arnulf,6,3,9,NA
2020-01-08,16:00:00,16:15:00,Arnulf,19,2,21,NA
2020-01-08,16:15:00,16:30:00,Arnulf,16,1,17,NA
2020-01-08,16:30:00,16:45:00,Arnulf,21,3,24,NA
2020-01-08,16:45:00,17:00:00,Arnulf,21,2,23,NA
2020-01-08,17:00:00,17:15:00,Arnulf,23,1,24,NA
2020-01-08,17:15:00,17:30:00,Arnulf,29,0,29,NA
2020-01-08,17:30:00,17:45:00,Arnulf,25,1,26,NA
2020-01-08,17:45:00,18:00:00,Arnulf,38,1,39,NA
2020-01-08,18:00:00,18:15:00,Arnulf,34,1,35,NA
2020-01-08,18:15:00,18:30:00,Arnulf,31,3,34,NA
2020-01-08,18:30:00,18:45:00,Arnulf,24,4,28,NA
2020-01-08,18:45:00,19:00:00,Arnulf,20,3,23,NA
2020-01-08,19:00:00,19:15:00,Arnulf,17,0,17,NA
2020-01-08,19:15:00,19:30:00,Arnulf,10,1,11,NA
2020-01-08,19:30:00,19:45:00,Arnulf,6,1,7,NA
2020-01-08,19:45:00,20:00:00,Arnulf,8,0,8,NA
2020-01-08,20:00:00,20:15:00,Arnulf,6,4,10,NA
2020-01-08,20:15:00,20:30:00,Arnulf,2,1,3,NA
2020-01-08,20:30:00,20:45:00,Arnulf,7,0,7,NA
2020-01-08,20:45:00,21:00:00,Arnulf,7,0,7,NA
2020-01-08,21:00:00,21:15:00,Arnulf,8,0,8,NA
2020-01-08,21:15:00,21:30:00,Arnulf,3,0,3,NA
2020-01-08,21:30:00,21:45:00,Arnulf,2,1,3,NA
2020-01-08,21:45:00,22:00:00,Arnulf,2,0,2,NA
2020-01-08,22:00:00,22:15:00,Arnulf,1,0,1,NA
2020-01-08,22:15:00,22:30:00,Arnulf,3,2,5,NA
2020-01-08,22:30:00,22:45:00,Arnulf,0,0,0,NA
2020-01-08,22:45:00,23:00:00,Arnulf,2,0,2,NA
2020-01-08,23:00:00,23:15:00,Arnulf,3,0,3,NA
2020-01-08,23:15:00,23:30:00,Arnulf,1,1,2,NA
2020-01-08,23:30:00,23:45:00,Arnulf,0,0,0,NA
2020-01-08,23:45:00,00:00:00,Arnulf,0,0,0,NA
2020-01-09,00:00:00,00:15:00,Arnulf,2,1,3,NA
2020-01-09,00:15:00,00:30:00,Arnulf,0,1,1,NA
2020-01-09,00:30:00,00:45:00,Arnulf,1,0,1,NA
2020-01-09,00:45:00,01:00:00,Arnulf,1,0,1,NA
2020-01-09,01:00:00,01:15:00,Arnulf,1,0,1,NA
2020-01-09,01:15:00,01:30:00,Arnulf,0,0,0,NA
2020-01-09,01:30:00,01:45:00,Arnulf,0,0,0,NA
2020-01-09,01:45:00,02:00:00,Arnulf,1,0,1,NA
2020-01-09,02:00:00,02:15:00,Arnulf,0,0,0,NA
2020-01-09,02:15:00,02:30:00,Arnulf,0,0,0,NA
2020-01-09,02:30:00,02:45:00,Arnulf,2,0,2,NA
2020-01-09,02:45:00,03:00:00,Arnulf,0,0,0,NA
2020-01-09,03:00:00,03:15:00,Arnulf,0,0,0,NA
2020-01-09,03:15:00,03:30:00,Arnulf,1,0,1,NA
2020-01-09,03:30:00,03:45:00,Arnulf,0,0,0,NA
2020-01-09,03:45:00,04:00:00,Arnulf,0,0,0,NA
2020-01-09,04:00:00,04:15:00,Arnulf,0,1,1,NA
2020-01-09,04:15:00,04:30:00,Arnulf,1,0,1,NA
2020-01-09,04:30:00,04:45:00,Arnulf,0,0,0,NA
2020-01-09,04:45:00,05:00:00,Arnulf,0,0,0,NA
2020-01-09,05:00:00,05:15:00,Arnulf,1,0,1,NA
2020-01-09,05:15:00,05:30:00,Arnulf,2,0,2,NA
2020-01-09,05:30:00,05:45:00,Arnulf,4,0,4,NA
2020-01-09,05:45:00,06:00:00,Arnulf,4,0,4,NA
2020-01-09,06:00:00,06:15:00,Arnulf,2,0,2,NA
2020-01-09,06:15:00,06:30:00,Arnulf,6,2,8,NA
2020-01-09,06:30:00,06:45:00,Arnulf,10,0,10,NA
2020-01-09,06:45:00,07:00:00,Arnulf,8,1,9,NA
2020-01-09,07:00:00,07:15:00,Arnulf,17,2,19,NA
2020-01-09,07:15:00,07:30:00,Arnulf,26,1,27,NA
2020-01-09,07:30:00,07:45:00,Arnulf,27,1,28,NA
2020-01-09,07:45:00,08:00:00,Arnulf,44,2,46,NA
2020-01-09,08:00:00,08:15:00,Arnulf,37,2,39,NA
2020-01-09,08:15:00,08:30:00,Arnulf,47,4,51,NA
2020-01-09,08:30:00,08:45:00,Arnulf,28,1,29,NA
2020-01-09,08:45:00,09:00:00,Arnulf,51,0,51,NA
2020-01-09,09:00:00,09:15:00,Arnulf,26,3,29,NA
2020-01-09,09:15:00,09:30:00,Arnulf,31,2,33,NA
2020-01-09,09:30:00,09:45:00,Arnulf,15,0,15,NA
2020-01-09,09:45:00,10:00:00,Arnulf,13,2,15,NA
2020-01-09,10:00:00,10:15:00,Arnulf,12,1,13,NA
2020-01-09,10:15:00,10:30:00,Arnulf,19,0,19,NA
2020-01-09,10:30:00,10:45:00,Arnulf,22,0,22,NA
2020-01-09,10:45:00,11:00:00,Arnulf,18,1,19,NA
2020-01-09,11:00:00,11:15:00,Arnulf,10,1,11,NA
2020-01-09,11:15:00,11:30:00,Arnulf,14,0,14,NA
2020-01-09,11:30:00,11:45:00,Arnulf,20,0,20,NA
