datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt
2023.12.13,06:00,06:15,Erhardt,1,4,5
2023.12.13,06:15,06:30,Erhardt,4,10,14
2023.12.13,06:30,06:45,Erhardt,1,8,9
2023.12.13,06:45,07:00,Erhardt,7,13,20
2023.12.13,07:00,07:15,Erhardt,6,40,46
2023.12.13,07:15,07:30,Erhardt,5,32,37
2023.12.13,07:30,07:45,Erhardt,14,41,55
2023.12.13,07:45,08:00,Erhardt,20,55,75
2023.12.13,08:00,08:15,Erhardt,21,53,74
2023.12.13,08:15,08:30,Erhardt,15,43,58
2023.12.13,08:30,08:45,Erhardt,22,63,85
2023.12.13,08:45,09:00,Erhardt,11,56,67
2023.12.13,09:00,09:15,Erhardt,16,38,54
2023.12.13,09:15,09:30,Erhardt,15,38,53
2023.12.13,09:30,09:45,Erhardt,15,30,45
2023.12.13,09:45,10:00,Erhardt,9,30,39
2023.12.13,10:00,10:15,Erhardt,19,25,44
2023.12.13,10:15,10:30,Erhardt,10,14,24
2023.12.13,10:30,10:45,Erhardt,11,22,33
2023.12.13,10:45,11:00,Erhardt,18,17,35
2023.12.13,11:00,11:15,Erhardt,18,16,34
2023.12.13,11:15,11:30,Erhardt,9,14,23
2023.12.13,11:30,11:45,Erhardt,14,15,29
2023.12.13,11:45,12:00,Erhardt,11,14,25
2023.12.13,12:00,12:15,Erhardt,20,14,34
2023.12.13,12:15,12:30,Erhardt,19,12,31
2023.12.13,12:30,12:45,Erhardt,10,14,24
2023.12.13,12:45,13:00,Erhardt,13,21,34
2023.12.13,13:00,13:15,Erhardt,18,11,29
2023.12.13,13:15,13:30,Erhardt,16,22,38
2023.12.13,13:30,13:45,Erhardt,11,12,23
2023.12.13,13:45,14:00,Erhardt,11,11,22
2023.12.13,14:00,14:15,Erhardt,13,13,26
2023.12.13,14:15,14:30,Erhardt,15,16,31
2023.12.13,14:30,14:45,Erhardt,16,11,27
2023.12.13,14:45,15:00,Erhardt,24,18,42
2023.12.13,15:00,15:15,Erhardt,27,8,35
2023.12.13,15:15,15:30,Erhardt,33,19,52
2023.12.13,15:30,15:45,Erhardt,17,10,27
2023.12.13,15:45,16:00,Erhardt,34,35,69
2023.12.13,16:00,16:15,Erhardt,29,17,46
2023.12.13,16:15,16:30,Erhardt,32,15,47
2023.12.13,16:30,16:45,Erhardt,34,12,46
2023.12.13,16:45,17:00,Erhardt,42,23,65
2023.12.13,17:00,17:15,Erhardt,30,16,46
2023.12.13,17:15,17:30,Erhardt,43,19,62
2023.12.13,17:30,17:45,Erhardt,32,21,53
2023.12.13,17:45,18:00,Erhardt,37,31,68
2023.12.13,18:00,18:15,Erhardt,49,26,75
2023.12.13,18:15,18:30,Erhardt,45,28,73
2023.12.13,18:30,18:45,Erhardt,43,28,71
2023.12.13,18:45,19:00,Erhardt,44,31,75
2023.12.13,19:00,19:15,Erhardt,36,12,48
2023.12.13,19:15,19:30,Erhardt,34,11,45
2023.12.13,19:30,19:45,Erhardt,24,17,41
2023.12.13,19:45,20:00,Erhardt,18,15,33
2023.12.13,20:00,20:15,Erhardt,27,17,44
2023.12.13,20:15,20:30,Erhardt,16,15,31
2023.12.13,20:30,20:45,Erhardt,3,5,8
2023.12.13,20:45,21:00,Erhardt,12,5,17
2023.12.13,21:00,21:15,Erhardt,18,8,26
2023.12.13,21:15,21:30,Erhardt,13,5,18
2023.12.13,21:30,21:45,Erhardt,10,9,19
2023.12.13,21:45,22:00,Erhardt,10,7,17
2023.12.13,22:00,22:15,Erhardt,12,7,19
2023.12.13,22:15,22:30,Erhardt,11,6,17
2023.12.13,22:30,22:45,Erhardt,15,5,20
2023.12.13,22:45,23:00,Erhardt,16,7,23
2023.12.13,23:00,23:15,Erhardt,8,3,11
2023.12.13,23:15,23:30,Erhardt,9,6,15
2023.12.13,23:30,23:45,Erhardt,7,4,11
2023.12.13,23:45,00:00,Erhardt,12,7,19
2023.12.14,00:00,00:15,Erhardt,5,2,7
2023.12.14,00:15,00:30,Erhardt,2,2,4
2023.12.14,00:30,00:45,Erhardt,3,1,4
2023.12.14,00:45,01:00,Erhardt,0,3,3
2023.12.14,01:00,01:15,Erhardt,1,0,1
2023.12.14,01:15,01:30,Erhardt,2,2,4
2023.12.14,01:30,01:45,Erhardt,1,1,2
2023.12.14,01:45,02:00,Erhardt,2,1,3
2023.12.14,02:00,02:15,Erhardt,2,1,3
2023.12.14,02:15,02:30,Erhardt,0,0,0
2023.12.14,02:30,02:45,Erhardt,0,0,0
2023.12.14,02:45,03:00,Erhardt,0,0,0
2023.12.14,03:00,03:15,Erhardt,0,0,0
2023.12.14,03:15,03:30,Erhardt,0,0,0
2023.12.14,03:30,03:45,Erhardt,0,0,0
2023.12.14,03:45,04:00,Erhardt,0,0,0
2023.12.14,04:00,04:15,Erhardt,0,0,0
2023.12.14,04:15,04:30,Erhardt,0,0,0
2023.12.14,04:30,04:45,Erhardt,0,0,0
2023.12.14,04:45,05:00,Erhardt,0,0,0
2023.12.14,05:00,05:15,Erhardt,0,2,2
2023.12.14,05:15,05:30,Erhardt,1,0,1
2023.12.14,05:30,05:45,Erhardt,2,7,9
2023.12.14,05:45,06:00,Erhardt,1,6,7
2023.12.14,06:00,06:15,Erhardt,2,5,7
2023.12.14,06:15,06:30,Erhardt,3,5,8
2023.12.14,06:30,06:45,Erhardt,2,10,12
2023.12.14,06:45,07:00,Erhardt,7,21,28
2023.12.14,07:00,07:15,Erhardt,8,22,30
2023.12.14,07:15,07:30,Erhardt,7,26,33
2023.12.14,07:30,07:45,Erhardt,15,38,53
2023.12.14,07:45,08:00,Erhardt,20,48,68
2023.12.14,08:00,08:15,Erhardt,18,62,80
2023.12.14,08:15,08:30,Erhardt,26,55,81
2023.12.14,08:30,08:45,Erhardt,29,53,82
2023.12.14,08:45,09:00,Erhardt,23,47,70
2023.12.14,09:00,09:15,Erhardt,23,36,59
2023.12.14,09:15,09:30,Erhardt,7,29,36
2023.12.14,09:30,09:45,Erhardt,18,19,37
2023.12.14,09:45,10:00,Erhardt,10,29,39
2023.12.14,10:00,10:15,Erhardt,11,26,37
2023.12.14,10:15,10:30,Erhardt,15,14,29
2023.12.14,10:30,10:45,Erhardt,8,25,33
2023.12.14,10:45,11:00,Erhardt,14,16,30
2023.12.14,11:00,11:15,Erhardt,8,13,21
2023.12.14,11:15,11:30,Erhardt,12,15,27
2023.12.14,11:30,11:45,Erhardt,14,13,27
2023.12.14,11:45,12:00,Erhardt,8,14,22
2023.12.14,12:00,12:15,Erhardt,15,11,26
2023.12.14,12:15,12:30,Erhardt,15,12,27
2023.12.14,12:30,12:45,Erhardt,14,11,25
2023.12.14,12:45,13:00,Erhardt,13,16,29
2023.12.14,13:00,13:15,Erhardt,12,8,20
2023.12.14,13:15,13:30,Erhardt,10,19,29
2023.12.14,13:30,13:45,Erhardt,14,6,20
2023.12.14,13:45,14:00,Erhardt,18,17,35
2023.12.14,14:00,14:15,Erhardt,12,5,17
2023.12.14,14:15,14:30,Erhardt,21,25,46
2023.12.14,14:30,14:45,Erhardt,22,15,37
2023.12.14,14:45,15:00,Erhardt,23,12,35
2023.12.14,15:00,15:15,Erhardt,16,13,29
2023.12.14,15:15,15:30,Erhardt,23,21,44
2023.12.14,15:30,15:45,Erhardt,28,18,46
2023.12.14,15:45,16:00,Erhardt,36,17,53
2023.12.14,16:00,16:15,Erhardt,30,9,39
2023.12.14,16:15,16:30,Erhardt,24,15,39
2023.12.14,16:30,16:45,Erhardt,34,18,52
2023.12.14,16:45,17:00,Erhardt,23,13,36
2023.12.14,17:00,17:15,Erhardt,29,14,43
2023.12.14,17:15,17:30,Erhardt,30,22,52
2023.12.14,17:30,17:45,Erhardt,33,21,54
2023.12.14,17:45,18:00,Erhardt,52,29,81
2023.12.14,18:00,18:15,Erhardt,34,25,59
2023.12.14,18:15,18:30,Erhardt,42,25,67
2023.12.14,18:30,18:45,Erhardt,41,28,69
2023.12.14,18:45,19:00,Erhardt,29,15,44
2023.12.14,19:00,19:15,Erhardt,29,17,46
2023.12.14,19:15,19:30,Erhardt,31,19,50
2023.12.14,19:30,19:45,Erhardt,19,17,36
2023.12.14,19:45,20:00,Erhardt,38,11,49
2023.12.14,20:00,20:15,Erhardt,22,8,30
2023.12.14,20:15,20:30,Erhardt,21,9,30
2023.12.14,20:30,20:45,Erhardt,13,5,18
2023.12.14,20:45,21:00,Erhardt,16,9,25
2023.12.14,21:00,21:15,Erhardt,7,7,14
2023.12.14,21:15,21:30,Erhardt,10,7,17
2023.12.14,21:30,21:45,Erhardt,10,5,15
2023.12.14,21:45,22:00,Erhardt,10,7,17
2023.12.14,22:00,22:15,Erhardt,14,11,25
2023.12.14,22:15,22:30,Erhardt,8,7,15
2023.12.14,22:30,22:45,Erhardt,5,6,11
2023.12.14,22:45,23:00,Erhardt,4,10,14
2023.12.14,23:00,23:15,Erhardt,6,6,12
2023.12.14,23:15,23:30,Erhardt,6,5,11
2023.12.14,23:30,23:45,Erhardt,8,5,13
2023.12.14,23:45,00:00,Erhardt,7,5,12
2023.12.15,00:00,00:15,Erhardt,6,8,14
2023.12.15,00:15,00:30,Erhardt,5,5,10
2023.12.15,00:30,00:45,Erhardt,5,0,5
2023.12.15,00:45,01:00,Erhardt,5,1,6
2023.12.15,01:00,01:15,Erhardt,3,2,5
2023.12.15,01:15,01:30,Erhardt,0,3,3
2023.12.15,01:30,01:45,Erhardt,1,0,1
2023.12.15,01:45,02:00,Erhardt,1,0,1
2023.12.15,02:00,02:15,Erhardt,2,0,2
2023.12.15,02:15,02:30,Erhardt,0,1,1
2023.12.15,02:30,02:45,Erhardt,6,2,8
2023.12.15,02:45,03:00,Erhardt,1,1,2
2023.12.15,03:00,03:15,Erhardt,2,0,2
2023.12.15,03:15,03:30,Erhardt,1,0,1
2023.12.15,03:30,03:45,Erhardt,0,0,0
2023.12.15,03:45,04:00,Erhardt,0,1,1
2023.12.15,04:00,04:15,Erhardt,0,0,0
2023.12.15,04:15,04:30,Erhardt,0,1,1
2023.12.15,04:30,04:45,Erhardt,0,0,0
2023.12.15,04:45,05:00,Erhardt,0,0,0
2023.12.15,05:00,05:15,Erhardt,0,2,2
2023.12.15,05:15,05:30,Erhardt,1,2,3
2023.12.15,05:30,05:45,Erhardt,1,7,8
2023.12.15,05:45,06:00,Erhardt,1,3,4
2023.12.15,06:00,06:15,Erhardt,4,5,9
2023.12.15,06:15,06:30,Erhardt,2,6,8
2023.12.15,06:30,06:45,Erhardt,1,3,4
2023.12.15,06:45,07:00,Erhardt,5,8,13
2023.12.15,07:00,07:15,Erhardt,2,27,29
2023.12.15,07:15,07:30,Erhardt,7,19,26
2023.12.15,07:30,07:45,Erhardt,13,36,49
2023.12.15,07:45,08:00,Erhardt,18,48,66
2023.12.15,08:00,08:15,Erhardt,12,45,57
2023.12.15,08:15,08:30,Erhardt,18,39,57
2023.12.15,08:30,08:45,Erhardt,22,44,66
2023.12.15,08:45,09:00,Erhardt,31,53,84
2023.12.15,09:00,09:15,Erhardt,11,32,43
2023.12.15,09:15,09:30,Erhardt,17,18,35
2023.12.15,09:30,09:45,Erhardt,16,21,37
2023.12.15,09:45,10:00,Erhardt,14,18,32
2023.12.15,10:00,10:15,Erhardt,7,16,23
2023.12.15,10:15,10:30,Erhardt,12,12,24
2023.12.15,10:30,10:45,Erhardt,9,18,27
2023.12.15,10:45,11:00,Erhardt,14,17,31
2023.12.15,11:00,11:15,Erhardt,7,11,18
2023.12.15,11:15,11:30,Erhardt,14,15,29
2023.12.15,11:30,11:45,Erhardt,10,12,22
2023.12.15,11:45,12:00,Erhardt,16,23,39
2023.12.15,12:00,12:15,Erhardt,12,22,34
2023.12.15,12:15,12:30,Erhardt,18,15,33
2023.12.15,12:30,12:45,Erhardt,14,12,26
2023.12.15,12:45,13:00,Erhardt,17,11,28
2023.12.15,13:00,13:15,Erhardt,22,16,38
2023.12.15,13:15,13:30,Erhardt,27,14,41
2023.12.15,13:30,13:45,Erhardt,24,15,39
2023.12.15,13:45,14:00,Erhardt,29,18,47
2023.12.15,14:00,14:15,Erhardt,25,28,53
2023.12.15,14:15,14:30,Erhardt,32,14,46
2023.12.15,14:30,14:45,Erhardt,19,15,34
2023.12.15,14:45,15:00,Erhardt,19,20,39
2023.12.15,15:00,15:15,Erhardt,18,9,27
2023.12.15,15:15,15:30,Erhardt,20,13,33
2023.12.15,15:30,15:45,Erhardt,22,5,27
2023.12.15,15:45,16:00,Erhardt,22,14,36
2023.12.15,16:00,16:15,Erhardt,16,14,30
2023.12.15,16:15,16:30,Erhardt,27,18,45
2023.12.15,16:30,16:45,Erhardt,27,12,39
2023.12.15,16:45,17:00,Erhardt,22,17,39
2023.12.15,17:00,17:15,Erhardt,35,13,48
2023.12.15,17:15,17:30,Erhardt,32,16,48
2023.12.15,17:30,17:45,Erhardt,18,11,29
2023.12.15,17:45,18:00,Erhardt,30,14,44
2023.12.15,18:00,18:15,Erhardt,24,16,40
2023.12.15,18:15,18:30,Erhardt,30,18,48
2023.12.15,18:30,18:45,Erhardt,32,18,50
2023.12.15,18:45,19:00,Erhardt,32,15,47
2023.12.15,19:00,19:15,Erhardt,22,20,42
2023.12.15,19:15,19:30,Erhardt,16,11,27
2023.12.15,19:30,19:45,Erhardt,11,12,23
2023.12.15,19:45,20:00,Erhardt,16,10,26
2023.12.15,20:00,20:15,Erhardt,9,12,21
2023.12.15,20:15,20:30,Erhardt,15,7,22
2023.12.15,20:30,20:45,Erhardt,3,6,9
2023.12.15,20:45,21:00,Erhardt,4,11,15
2023.12.15,21:00,21:15,Erhardt,9,3,12
2023.12.15,21:15,21:30,Erhardt,8,7,15
2023.12.15,21:30,21:45,Erhardt,9,10,19
2023.12.15,21:45,22:00,Erhardt,10,9,19
2023.12.15,22:00,22:15,Erhardt,14,6,20
2023.12.15,22:15,22:30,Erhardt,8,7,15
2023.12.15,22:30,22:45,Erhardt,8,4,12
2023.12.15,22:45,23:00,Erhardt,5,8,13
2023.12.15,23:00,23:15,Erhardt,8,8,16
2023.12.15,23:15,23:30,Erhardt,11,5,16
2023.12.15,23:30,23:45,Erhardt,3,11,14
2023.12.15,23:45,00:00,Erhardt,11,9,20
2023.12.16,00:00,00:15,Erhardt,6,7,13
2023.12.16,00:15,00:30,Erhardt,6,6,12
2023.12.16,00:30,00:45,Erhardt,8,4,12
2023.12.16,00:45,01:00,Erhardt,6,4,10
2023.12.16,01:00,01:15,Erhardt,5,5,10
2023.12.16,01:15,01:30,Erhardt,0,5,5
2023.12.16,01:30,01:45,Erhardt,1,3,4
2023.12.16,01:45,02:00,Erhardt,3,0,3
2023.12.16,02:00,02:15,Erhardt,2,2,4
2023.12.16,02:15,02:30,Erhardt,1,3,4
2023.12.16,02:30,02:45,Erhardt,1,4,5
2023.12.16,02:45,03:00,Erhardt,0,1,1
2023.12.16,03:00,03:15,Erhardt,2,1,3
2023.12.16,03:15,03:30,Erhardt,4,1,5
2023.12.16,03:30,03:45,Erhardt,0,2,2
2023.12.16,03:45,04:00,Erhardt,5,5,10
2023.12.16,04:00,04:15,Erhardt,0,1,1
2023.12.16,04:15,04:30,Erhardt,0,0,0
2023.12.16,04:30,04:45,Erhardt,2,0,2
2023.12.16,04:45,05:00,Erhardt,0,1,1
2023.12.16,05:00,05:15,Erhardt,0,2,2
2023.12.16,05:15,05:30,Erhardt,0,0,0
2023.12.16,05:30,05:45,Erhardt,1,1,2
2023.12.16,05:45,06:00,Erhardt,1,3,4
2023.12.16,06:00,06:15,Erhardt,0,4,4
2023.12.16,06:15,06:30,Erhardt,2,3,5
2023.12.16,06:30,06:45,Erhardt,0,2,2
2023.12.16,06:45,07:00,Erhardt,0,3,3
2023.12.16,07:00,07:15,Erhardt,1,3,4
2023.12.16,07:15,07:30,Erhardt,0,2,2
2023.12.16,07:30,07:45,Erhardt,2,2,4
2023.12.16,07:45,08:00,Erhardt,2,4,6
2023.12.16,08:00,08:15,Erhardt,3,6,9
2023.12.16,08:15,08:30,Erhardt,3,4,7
2023.12.16,08:30,08:45,Erhardt,4,9,13
2023.12.16,08:45,09:00,Erhardt,5,8,13
2023.12.16,09:00,09:15,Erhardt,2,10,12
2023.12.16,09:15,09:30,Erhardt,8,6,14
2023.12.16,09:30,09:45,Erhardt,2,8,10
2023.12.16,09:45,10:00,Erhardt,7,10,17
2023.12.16,10:00,10:15,Erhardt,13,14,27
2023.12.16,10:15,10:30,Erhardt,11,8,19
2023.12.16,10:30,10:45,Erhardt,11,15,26
2023.12.16,10:45,11:00,Erhardt,7,18,25
2023.12.16,11:00,11:15,Erhardt,12,17,29
2023.12.16,11:15,11:30,Erhardt,8,16,24
2023.12.16,11:30,11:45,Erhardt,9,9,18
2023.12.16,11:45,12:00,Erhardt,23,16,39
2023.12.16,12:00,12:15,Erhardt,18,21,39
2023.12.16,12:15,12:30,Erhardt,14,15,29
2023.12.16,12:30,12:45,Erhardt,21,22,43
2023.12.16,12:45,13:00,Erhardt,24,12,36
2023.12.16,13:00,13:15,Erhardt,20,14,34
2023.12.16,13:15,13:30,Erhardt,26,24,50
2023.12.16,13:30,13:45,Erhardt,21,24,45
2023.12.16,13:45,14:00,Erhardt,22,32,54
2023.12.16,14:00,14:15,Erhardt,26,18,44
2023.12.16,14:15,14:30,Erhardt,10,31,41
2023.12.16,14:30,14:45,Erhardt,29,27,56
2023.12.16,14:45,15:00,Erhardt,26,26,52
2023.12.16,15:00,15:15,Erhardt,26,17,43
2023.12.16,15:15,15:30,Erhardt,26,7,33
2023.12.16,15:30,15:45,Erhardt,25,23,48
2023.12.16,15:45,16:00,Erhardt,14,27,41
2023.12.16,16:00,16:15,Erhardt,26,18,44
2023.12.16,16:15,16:30,Erhardt,25,29,54
2023.12.16,16:30,16:45,Erhardt,23,17,40
2023.12.16,16:45,17:00,Erhardt,18,24,42
2023.12.16,17:00,17:15,Erhardt,21,20,41
2023.12.16,17:15,17:30,Erhardt,28,17,45
2023.12.16,17:30,17:45,Erhardt,19,21,40
2023.12.16,17:45,18:00,Erhardt,19,30,49
2023.12.16,18:00,18:15,Erhardt,9,19,28
2023.12.16,18:15,18:30,Erhardt,14,12,26
2023.12.16,18:30,18:45,Erhardt,10,12,22
2023.12.16,18:45,19:00,Erhardt,17,14,31
2023.12.16,19:00,19:15,Erhardt,24,8,32
2023.12.16,19:15,19:30,Erhardt,15,12,27
2023.12.16,19:30,19:45,Erhardt,8,18,26
2023.12.16,19:45,20:00,Erhardt,8,17,25
2023.12.16,20:00,20:15,Erhardt,14,10,24
2023.12.16,20:15,20:30,Erhardt,15,6,21
2023.12.16,20:30,20:45,Erhardt,4,7,11
2023.12.16,20:45,21:00,Erhardt,10,10,20
2023.12.16,21:00,21:15,Erhardt,6,9,15
2023.12.16,21:15,21:30,Erhardt,5,4,9
2023.12.16,21:30,21:45,Erhardt,18,6,24
2023.12.16,21:45,22:00,Erhardt,9,4,13
2023.12.16,22:00,22:15,Erhardt,4,3,7
2023.12.16,22:15,22:30,Erhardt,9,4,13
2023.12.16,22:30,22:45,Erhardt,2,5,7
2023.12.16,22:45,23:00,Erhardt,7,7,14
2023.12.16,23:00,23:15,Erhardt,5,6,11
2023.12.16,23:15,23:30,Erhardt,9,4,13
2023.12.16,23:30,23:45,Erhardt,3,3,6
2023.12.16,23:45,00:00,Erhardt,7,9,16
2023.12.17,00:00,00:15,Erhardt,2,5,7
2023.12.17,00:15,00:30,Erhardt,7,5,12
2023.12.17,00:30,00:45,Erhardt,5,4,9
2023.12.17,00:45,01:00,Erhardt,3,5,8
2023.12.17,01:00,01:15,Erhardt,2,5,7
2023.12.17,01:15,01:30,Erhardt,4,5,9
2023.12.17,01:30,01:45,Erhardt,3,1,4
2023.12.17,01:45,02:00,Erhardt,6,1,7
2023.12.17,02:00,02:15,Erhardt,1,1,2
2023.12.17,02:15,02:30,Erhardt,1,2,3
2023.12.17,02:30,02:45,Erhardt,3,2,5
2023.12.17,02:45,03:00,Erhardt,0,1,1
2023.12.17,03:00,03:15,Erhardt,0,0,0
2023.12.17,03:15,03:30,Erhardt,0,3,3
2023.12.17,03:30,03:45,Erhardt,0,1,1
2023.12.17,03:45,04:00,Erhardt,1,1,2
2023.12.17,04:00,04:15,Erhardt,0,2,2
2023.12.17,04:15,04:30,Erhardt,0,0,0
2023.12.17,04:30,04:45,Erhardt,0,0,0
2023.12.17,04:45,05:00,Erhardt,0,0,0
2023.12.17,05:00,05:15,Erhardt,0,1,1
2023.12.17,05:15,05:30,Erhardt,2,1,3
2023.12.17,05:30,05:45,Erhardt,0,0,0
2023.12.17,05:45,06:00,Erhardt,0,1,1
2023.12.17,06:00,06:15,Erhardt,1,4,5
2023.12.17,06:15,06:30,Erhardt,0,1,1
2023.12.17,06:30,06:45,Erhardt,1,2,3
2023.12.17,06:45,07:00,Erhardt,0,2,2
2023.12.17,07:00,07:15,Erhardt,2,0,2
2023.12.17,07:15,07:30,Erhardt,1,2,3
2023.12.17,07:30,07:45,Erhardt,0,0,0
2023.12.17,07:45,08:00,Erhardt,0,3,3
2023.12.17,08:00,08:15,Erhardt,3,3,6
2023.12.17,08:15,08:30,Erhardt,1,4,5
2023.12.17,08:30,08:45,Erhardt,3,6,9
2023.12.17,08:45,09:00,Erhardt,2,3,5
2023.12.17,09:00,09:15,Erhardt,6,3,9
2023.12.17,09:15,09:30,Erhardt,7,5,12
2023.12.17,09:30,09:45,Erhardt,11,17,28
2023.12.17,09:45,10:00,Erhardt,7,22,29
2023.12.17,10:00,10:15,Erhardt,6,21,27
2023.12.17,10:15,10:30,Erhardt,17,21,38
2023.12.17,10:30,10:45,Erhardt,19,16,35
2023.12.17,10:45,11:00,Erhardt,15,19,34
2023.12.17,11:00,11:15,Erhardt,8,8,16
2023.12.17,11:15,11:30,Erhardt,19,19,38
2023.12.17,11:30,11:45,Erhardt,25,12,37
2023.12.17,11:45,12:00,Erhardt,18,15,33
2023.12.17,12:00,12:15,Erhardt,26,18,44
2023.12.17,12:15,12:30,Erhardt,28,25,53
2023.12.17,12:30,12:45,Erhardt,31,18,49
2023.12.17,12:45,13:00,Erhardt,27,19,46
2023.12.17,13:00,13:15,Erhardt,22,21,43
2023.12.17,13:15,13:30,Erhardt,26,18,44
2023.12.17,13:30,13:45,Erhardt,30,16,46
2023.12.17,13:45,14:00,Erhardt,23,31,54
2023.12.17,14:00,14:15,Erhardt,27,38,65
2023.12.17,14:15,14:30,Erhardt,24,32,56
2023.12.17,14:30,14:45,Erhardt,35,24,59
2023.12.17,14:45,15:00,Erhardt,33,17,50
2023.12.17,15:00,15:15,Erhardt,22,25,47
2023.12.17,15:15,15:30,Erhardt,24,23,47
2023.12.17,15:30,15:45,Erhardt,25,25,50
2023.12.17,15:45,16:00,Erhardt,24,23,47
2023.12.17,16:00,16:15,Erhardt,17,22,39
2023.12.17,16:15,16:30,Erhardt,28,20,48
2023.12.17,16:30,16:45,Erhardt,17,16,33
2023.12.17,16:45,17:00,Erhardt,26,20,46
2023.12.17,17:00,17:15,Erhardt,10,20,30
2023.12.17,17:15,17:30,Erhardt,21,16,37
2023.12.17,17:30,17:45,Erhardt,7,13,20
2023.12.17,17:45,18:00,Erhardt,23,19,42
2023.12.17,18:00,18:15,Erhardt,17,10,27
2023.12.17,18:15,18:30,Erhardt,16,11,27
2023.12.17,18:30,18:45,Erhardt,14,11,25
2023.12.17,18:45,19:00,Erhardt,17,15,32
2023.12.17,19:00,19:15,Erhardt,17,9,26
2023.12.17,19:15,19:30,Erhardt,12,21,33
2023.12.17,19:30,19:45,Erhardt,7,3,10
2023.12.17,19:45,20:00,Erhardt,8,4,12
2023.12.17,20:00,20:15,Erhardt,5,5,10
2023.12.17,20:15,20:30,Erhardt,4,4,8
2023.12.17,20:30,20:45,Erhardt,7,11,18
2023.12.17,20:45,21:00,Erhardt,8,5,13
2023.12.17,21:00,21:15,Erhardt,9,6,15
2023.12.17,21:15,21:30,Erhardt,5,4,9
2023.12.17,21:30,21:45,Erhardt,2,10,12
2023.12.17,21:45,22:00,Erhardt,3,3,6
2023.12.17,22:00,22:15,Erhardt,5,7,12
2023.12.17,22:15,22:30,Erhardt,10,5,15
2023.12.17,22:30,22:45,Erhardt,5,6,11
2023.12.17,22:45,23:00,Erhardt,4,4,8
2023.12.17,23:00,23:15,Erhardt,2,2,4
2023.12.17,23:15,23:30,Erhardt,2,1,3
2023.12.17,23:30,23:45,Erhardt,0,3,3
2023.12.17,23:45,00:00,Erhardt,1,0,1
2023.12.18,00:00,00:15,Erhardt,0,1,1
2023.12.18,00:15,00:30,Erhardt,0,0,0
2023.12.18,00:30,00:45,Erhardt,2,2,4
2023.12.18,00:45,01:00,Erhardt,1,2,3
2023.12.18,01:00,01:15,Erhardt,0,2,2
2023.12.18,01:15,01:30,Erhardt,0,0,0
2023.12.18,01:30,01:45,Erhardt,0,0,0
2023.12.18,01:45,02:00,Erhardt,0,0,0
2023.12.18,02:00,02:15,Erhardt,0,0,0
2023.12.18,02:15,02:30,Erhardt,0,0,0
2023.12.18,02:30,02:45,Erhardt,1,0,1
2023.12.18,02:45,03:00,Erhardt,0,0,0
2023.12.18,03:00,03:15,Erhardt,0,0,0
2023.12.18,03:15,03:30,Erhardt,0,0,0
2023.12.18,03:30,03:45,Erhardt,0,0,0
2023.12.18,03:45,04:00,Erhardt,0,0,0
2023.12.18,04:00,04:15,Erhardt,0,0,0
2023.12.18,04:15,04:30,Erhardt,0,0,0
2023.12.18,04:30,04:45,Erhardt,0,1,1
2023.12.18,04:45,05:00,Erhardt,0,0,0
2023.12.18,05:00,05:15,Erhardt,1,6,7
2023.12.18,05:15,05:30,Erhardt,0,3,3
2023.12.18,05:30,05:45,Erhardt,1,3,4
2023.12.18,05:45,06:00,Erhardt,2,9,11
2023.12.18,06:00,06:15,Erhardt,2,6,8
2023.12.18,06:15,06:30,Erhardt,2,8,10
2023.12.18,06:30,06:45,Erhardt,2,9,11
2023.12.18,06:45,07:00,Erhardt,6,11,17
2023.12.18,07:00,07:15,Erhardt,6,33,39
2023.12.18,07:15,07:30,Erhardt,9,26,35
2023.12.18,07:30,07:45,Erhardt,17,52,69
2023.12.18,07:45,08:00,Erhardt,26,51,77
2023.12.18,08:00,08:15,Erhardt,17,58,75
2023.12.18,08:15,08:30,Erhardt,30,60,90
2023.12.18,08:30,08:45,Erhardt,22,65,87
2023.12.18,08:45,09:00,Erhardt,18,67,85
2023.12.18,09:00,09:15,Erhardt,24,48,72
2023.12.18,09:15,09:30,Erhardt,16,38,54
2023.12.18,09:30,09:45,Erhardt,16,42,58
2023.12.18,09:45,10:00,Erhardt,12,20,32
2023.12.18,10:00,10:15,Erhardt,10,25,35
2023.12.18,10:15,10:30,Erhardt,7,19,26
2023.12.18,10:30,10:45,Erhardt,10,23,33
2023.12.18,10:45,11:00,Erhardt,11,27,38
2023.12.18,11:00,11:15,Erhardt,12,17,29
2023.12.18,11:15,11:30,Erhardt,16,23,39
2023.12.18,11:30,11:45,Erhardt,23,17,40
2023.12.18,11:45,12:00,Erhardt,20,16,36
2023.12.18,12:00,12:15,Erhardt,14,21,35
2023.12.18,12:15,12:30,Erhardt,24,23,47
2023.12.18,12:30,12:45,Erhardt,22,21,43
2023.12.18,12:45,13:00,Erhardt,15,25,40
2023.12.18,13:00,13:15,Erhardt,19,26,45
2023.12.18,13:15,13:30,Erhardt,30,18,48
2023.12.18,13:30,13:45,Erhardt,22,22,44
2023.12.18,13:45,14:00,Erhardt,22,17,39
2023.12.18,14:00,14:15,Erhardt,25,20,45
2023.12.18,14:15,14:30,Erhardt,20,29,49
2023.12.18,14:30,14:45,Erhardt,29,25,54
2023.12.18,14:45,15:00,Erhardt,30,23,53
