datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt
2023.12.14,13:15,13:30,Olympia,4,6,10
2023.12.14,13:30,13:45,Olympia,4,9,13
2023.12.14,13:45,14:00,Olympia,6,8,14
2023.12.14,14:00,14:15,Olympia,7,9,16
2023.12.14,14:15,14:30,Olympia,10,4,14
2023.12.14,14:30,14:45,Olympia,6,10,16
2023.12.14,14:45,15:00,Olympia,8,9,17
2023.12.14,15:00,15:15,Olympia,5,8,13
2023.12.14,15:15,15:30,Olympia,8,8,16
2023.12.14,15:30,15:45,Olympia,7,8,15
2023.12.14,15:45,16:00,Olympia,5,11,16
2023.12.14,16:00,16:15,Olympia,4,17,21
2023.12.14,16:15,16:30,Olympia,11,26,37
2023.12.14,16:30,16:45,Olympia,12,11,23
2023.12.14,16:45,17:00,Olympia,12,17,29
2023.12.14,17:00,17:15,Olympia,20,12,32
2023.12.14,17:15,17:30,Olympia,22,11,33
2023.12.14,17:30,17:45,Olympia,11,10,21
2023.12.14,17:45,18:00,Olympia,16,10,26
2023.12.14,18:00,18:15,Olympia,21,10,31
2023.12.14,18:15,18:30,Olympia,23,6,29
2023.12.14,18:30,18:45,Olympia,19,19,38
2023.12.14,18:45,19:00,Olympia,11,10,21
2023.12.14,19:00,19:15,Olympia,8,12,20
2023.12.14,19:15,19:30,Olympia,10,8,18
2023.12.14,19:30,19:45,Olympia,10,9,19
2023.12.14,19:45,20:00,Olympia,9,6,15
2023.12.14,20:00,20:15,Olympia,6,9,15
2023.12.14,20:15,20:30,Olympia,6,16,22
2023.12.14,20:30,20:45,Olympia,2,11,13
2023.12.14,20:45,21:00,Olympia,4,7,11
2023.12.14,21:00,21:15,Olympia,5,4,9
2023.12.14,21:15,21:30,Olympia,3,6,9
2023.12.14,21:30,21:45,Olympia,2,8,10
2023.12.14,21:45,22:00,Olympia,5,5,10
2023.12.14,22:00,22:15,Olympia,6,4,10
2023.12.14,22:15,22:30,Olympia,5,4,9
2023.12.14,22:30,22:45,Olympia,1,4,5
2023.12.14,22:45,23:00,Olympia,2,4,6
2023.12.14,23:00,23:15,Olympia,3,1,4
2023.12.14,23:15,23:30,Olympia,5,4,9
2023.12.14,23:30,23:45,Olympia,1,3,4
2023.12.14,23:45,00:00,Olympia,2,0,2
2023.12.15,00:00,00:15,Olympia,2,2,4
2023.12.15,00:15,00:30,Olympia,2,0,2
2023.12.15,00:30,00:45,Olympia,1,1,2
2023.12.15,00:45,01:00,Olympia,2,0,2
2023.12.15,01:00,01:15,Olympia,0,0,0
2023.12.15,01:15,01:30,Olympia,1,0,1
2023.12.15,01:30,01:45,Olympia,0,0,0
2023.12.15,01:45,02:00,Olympia,2,0,2
2023.12.15,02:00,02:15,Olympia,0,0,0
2023.12.15,02:15,02:30,Olympia,0,0,0
2023.12.15,02:30,02:45,Olympia,0,0,0
2023.12.15,02:45,03:00,Olympia,0,0,0
2023.12.15,03:00,03:15,Olympia,0,0,0
2023.12.15,03:15,03:30,Olympia,0,0,0
2023.12.15,03:30,03:45,Olympia,1,0,1
2023.12.15,03:45,04:00,Olympia,1,1,2
2023.12.15,04:00,04:15,Olympia,0,0,0
2023.12.15,04:15,04:30,Olympia,0,0,0
2023.12.15,04:30,04:45,Olympia,0,0,0
2023.12.15,04:45,05:00,Olympia,1,0,1
2023.12.15,05:00,05:15,Olympia,0,0,0
2023.12.15,05:15,05:30,Olympia,0,1,1
2023.12.15,05:30,05:45,Olympia,1,2,3
2023.12.15,05:45,06:00,Olympia,4,2,6
2023.12.15,06:00,06:15,Olympia,2,2,4
2023.12.15,06:15,06:30,Olympia,0,2,2
2023.12.15,06:30,06:45,Olympia,3,6,9
2023.12.15,06:45,07:00,Olympia,3,4,7
2023.12.15,07:00,07:15,Olympia,6,3,9
2023.12.15,07:15,07:30,Olympia,4,5,9
2023.12.15,07:30,07:45,Olympia,9,5,14
2023.12.15,07:45,08:00,Olympia,11,11,22
2023.12.15,08:00,08:15,Olympia,7,6,13
2023.12.15,08:15,08:30,Olympia,12,13,25
2023.12.15,08:30,08:45,Olympia,14,13,27
2023.12.15,08:45,09:00,Olympia,6,12,18
2023.12.15,09:00,09:15,Olympia,12,12,24
2023.12.15,09:15,09:30,Olympia,4,6,10
2023.12.15,09:30,09:45,Olympia,4,8,12
2023.12.15,09:45,10:00,Olympia,13,7,20
2023.12.15,10:00,10:15,Olympia,6,3,9
2023.12.15,10:15,10:30,Olympia,2,4,6
2023.12.15,10:30,10:45,Olympia,7,4,11
2023.12.15,10:45,11:00,Olympia,8,3,11
2023.12.15,11:00,11:15,Olympia,4,5,9
2023.12.15,11:15,11:30,Olympia,3,9,12
2023.12.15,11:30,11:45,Olympia,4,5,9
2023.12.15,11:45,12:00,Olympia,6,5,11
2023.12.15,12:00,12:15,Olympia,8,7,15
2023.12.15,12:15,12:30,Olympia,8,6,14
2023.12.15,12:30,12:45,Olympia,8,7,15
2023.12.15,12:45,13:00,Olympia,6,13,19
2023.12.15,13:00,13:15,Olympia,5,10,15
2023.12.15,13:15,13:30,Olympia,5,8,13
2023.12.15,13:30,13:45,Olympia,6,6,12
2023.12.15,13:45,14:00,Olympia,7,12,19
2023.12.15,14:00,14:15,Olympia,7,5,12
2023.12.15,14:15,14:30,Olympia,17,7,24
2023.12.15,14:30,14:45,Olympia,9,10,19
2023.12.15,14:45,15:00,Olympia,21,11,32
2023.12.15,15:00,15:15,Olympia,11,7,18
2023.12.15,15:15,15:30,Olympia,20,10,30
2023.12.15,15:30,15:45,Olympia,16,9,25
2023.12.15,15:45,16:00,Olympia,13,11,24
2023.12.15,16:00,16:15,Olympia,7,6,13
2023.12.15,16:15,16:30,Olympia,8,5,13
2023.12.15,16:30,16:45,Olympia,14,10,24
2023.12.15,16:45,17:00,Olympia,17,6,23
2023.12.15,17:00,17:15,Olympia,10,11,21
2023.12.15,17:15,17:30,Olympia,10,17,27
2023.12.15,17:30,17:45,Olympia,13,14,27
2023.12.15,17:45,18:00,Olympia,11,9,20
2023.12.15,18:00,18:15,Olympia,6,9,15
2023.12.15,18:15,18:30,Olympia,15,7,22
2023.12.15,18:30,18:45,Olympia,10,5,15
2023.12.15,18:45,19:00,Olympia,13,13,26
2023.12.15,19:00,19:15,Olympia,10,15,25
2023.12.15,19:15,19:30,Olympia,16,11,27
2023.12.15,19:30,19:45,Olympia,6,4,10
2023.12.15,19:45,20:00,Olympia,11,1,12
2023.12.15,20:00,20:15,Olympia,5,10,15
2023.12.15,20:15,20:30,Olympia,4,5,9
2023.12.15,20:30,20:45,Olympia,8,3,11
2023.12.15,20:45,21:00,Olympia,2,13,15
2023.12.15,21:00,21:15,Olympia,6,2,8
2023.12.15,21:15,21:30,Olympia,7,0,7
2023.12.15,21:30,21:45,Olympia,4,2,6
2023.12.15,21:45,22:00,Olympia,1,11,12
2023.12.15,22:00,22:15,Olympia,3,6,9
2023.12.15,22:15,22:30,Olympia,3,2,5
2023.12.15,22:30,22:45,Olympia,2,1,3
2023.12.15,22:45,23:00,Olympia,4,0,4
2023.12.15,23:00,23:15,Olympia,2,6,8
2023.12.15,23:15,23:30,Olympia,0,8,8
2023.12.15,23:30,23:45,Olympia,1,2,3
2023.12.15,23:45,00:00,Olympia,0,1,1
2023.12.16,00:00,00:15,Olympia,5,0,5
2023.12.16,00:15,00:30,Olympia,3,0,3
2023.12.16,00:30,00:45,Olympia,3,2,5
2023.12.16,00:45,01:00,Olympia,0,1,1
2023.12.16,01:00,01:15,Olympia,0,3,3
2023.12.16,01:15,01:30,Olympia,0,1,1
2023.12.16,01:30,01:45,Olympia,1,1,2
2023.12.16,01:45,02:00,Olympia,1,0,1
2023.12.16,02:00,02:15,Olympia,0,1,1
2023.12.16,02:15,02:30,Olympia,0,0,0
2023.12.16,02:30,02:45,Olympia,2,2,4
2023.12.16,02:45,03:00,Olympia,1,0,1
2023.12.16,03:00,03:15,Olympia,1,0,1
2023.12.16,03:15,03:30,Olympia,0,0,0
2023.12.16,03:30,03:45,Olympia,0,0,0
2023.12.16,03:45,04:00,Olympia,0,0,0
2023.12.16,04:00,04:15,Olympia,0,0,0
2023.12.16,04:15,04:30,Olympia,0,0,0
2023.12.16,04:30,04:45,Olympia,0,0,0
2023.12.16,04:45,05:00,Olympia,0,0,0
2023.12.16,05:00,05:15,Olympia,0,0,0
2023.12.16,05:15,05:30,Olympia,1,0,1
2023.12.16,05:30,05:45,Olympia,1,0,1
2023.12.16,05:45,06:00,Olympia,0,0,0
2023.12.16,06:00,06:15,Olympia,0,0,0
2023.12.16,06:15,06:30,Olympia,0,0,0
2023.12.16,06:30,06:45,Olympia,2,1,3
2023.12.16,06:45,07:00,Olympia,2,2,4
2023.12.16,07:00,07:15,Olympia,3,0,3
2023.12.16,07:15,07:30,Olympia,3,1,4
2023.12.16,07:30,07:45,Olympia,1,1,2
2023.12.16,07:45,08:00,Olympia,3,3,6
2023.12.16,08:00,08:15,Olympia,1,2,3
2023.12.16,08:15,08:30,Olympia,0,2,2
2023.12.16,08:30,08:45,Olympia,1,2,3
2023.12.16,08:45,09:00,Olympia,2,2,4
2023.12.16,09:00,09:15,Olympia,3,1,4
2023.12.16,09:15,09:30,Olympia,4,3,7
2023.12.16,09:30,09:45,Olympia,5,2,7
2023.12.16,09:45,10:00,Olympia,13,1,14
2023.12.16,10:00,10:15,Olympia,14,6,20
2023.12.16,10:15,10:30,Olympia,4,4,8
2023.12.16,10:30,10:45,Olympia,12,8,20
2023.12.16,10:45,11:00,Olympia,7,2,9
2023.12.16,11:00,11:15,Olympia,8,5,13
2023.12.16,11:15,11:30,Olympia,11,8,19
2023.12.16,11:30,11:45,Olympia,6,4,10
2023.12.16,11:45,12:00,Olympia,9,7,16
2023.12.16,12:00,12:15,Olympia,5,7,12
2023.12.16,12:15,12:30,Olympia,9,19,28
2023.12.16,12:30,12:45,Olympia,5,9,14
2023.12.16,12:45,13:00,Olympia,6,12,18
2023.12.16,13:00,13:15,Olympia,9,11,20
2023.12.16,13:15,13:30,Olympia,7,4,11
2023.12.16,13:30,13:45,Olympia,7,11,18
2023.12.16,13:45,14:00,Olympia,13,10,23
2023.12.16,14:00,14:15,Olympia,12,6,18
2023.12.16,14:15,14:30,Olympia,12,16,28
2023.12.16,14:30,14:45,Olympia,14,6,20
2023.12.16,14:45,15:00,Olympia,12,8,20
2023.12.16,15:00,15:15,Olympia,15,11,26
2023.12.16,15:15,15:30,Olympia,9,15,24
2023.12.16,15:30,15:45,Olympia,16,10,26
2023.12.16,15:45,16:00,Olympia,18,17,35
2023.12.16,16:00,16:15,Olympia,10,10,20
2023.12.16,16:15,16:30,Olympia,13,10,23
2023.12.16,16:30,16:45,Olympia,12,9,21
2023.12.16,16:45,17:00,Olympia,12,7,19
2023.12.16,17:00,17:15,Olympia,6,12,18
2023.12.16,17:15,17:30,Olympia,4,7,11
2023.12.16,17:30,17:45,Olympia,4,9,13
2023.12.16,17:45,18:00,Olympia,8,5,13
2023.12.16,18:00,18:15,Olympia,5,10,15
2023.12.16,18:15,18:30,Olympia,5,3,8
2023.12.16,18:30,18:45,Olympia,3,3,6
2023.12.16,18:45,19:00,Olympia,5,12,17
2023.12.16,19:00,19:15,Olympia,5,5,10
2023.12.16,19:15,19:30,Olympia,7,2,9
2023.12.16,19:30,19:45,Olympia,5,4,9
2023.12.16,19:45,20:00,Olympia,7,5,12
2023.12.16,20:00,20:15,Olympia,8,2,10
2023.12.16,20:15,20:30,Olympia,3,2,5
2023.12.16,20:30,20:45,Olympia,3,1,4
2023.12.16,20:45,21:00,Olympia,2,3,5
2023.12.16,21:00,21:15,Olympia,0,1,1
2023.12.16,21:15,21:30,Olympia,3,1,4
2023.12.16,21:30,21:45,Olympia,2,3,5
2023.12.16,21:45,22:00,Olympia,1,0,1
2023.12.16,22:00,22:15,Olympia,1,1,2
2023.12.16,22:15,22:30,Olympia,2,2,4
2023.12.16,22:30,22:45,Olympia,4,1,5
2023.12.16,22:45,23:00,Olympia,3,0,3
2023.12.16,23:00,23:15,Olympia,1,5,6
2023.12.16,23:15,23:30,Olympia,2,7,9
2023.12.16,23:30,23:45,Olympia,5,1,6
2023.12.16,23:45,00:00,Olympia,1,0,1
2023.12.17,00:00,00:15,Olympia,0,0,0
2023.12.17,00:15,00:30,Olympia,0,3,3
2023.12.17,00:30,00:45,Olympia,2,0,2
2023.12.17,00:45,01:00,Olympia,0,0,0
2023.12.17,01:00,01:15,Olympia,0,1,1
2023.12.17,01:15,01:30,Olympia,0,0,0
2023.12.17,01:30,01:45,Olympia,0,0,0
2023.12.17,01:45,02:00,Olympia,0,2,2
2023.12.17,02:00,02:15,Olympia,0,1,1
2023.12.17,02:15,02:30,Olympia,0,0,0
2023.12.17,02:30,02:45,Olympia,2,0,2
2023.12.17,02:45,03:00,Olympia,0,0,0
2023.12.17,03:00,03:15,Olympia,1,0,1
2023.12.17,03:15,03:30,Olympia,0,0,0
2023.12.17,03:30,03:45,Olympia,0,0,0
2023.12.17,03:45,04:00,Olympia,0,0,0
2023.12.17,04:00,04:15,Olympia,0,0,0
2023.12.17,04:15,04:30,Olympia,2,0,2
2023.12.17,04:30,04:45,Olympia,0,0,0
2023.12.17,04:45,05:00,Olympia,0,0,0
2023.12.17,05:00,05:15,Olympia,0,0,0
2023.12.17,05:15,05:30,Olympia,0,0,0
2023.12.17,05:30,05:45,Olympia,0,0,0
2023.12.17,05:45,06:00,Olympia,0,2,2
2023.12.17,06:00,06:15,Olympia,0,0,0
2023.12.17,06:15,06:30,Olympia,1,0,1
2023.12.17,06:30,06:45,Olympia,1,0,1
2023.12.17,06:45,07:00,Olympia,2,1,3
2023.12.17,07:00,07:15,Olympia,1,0,1
2023.12.17,07:15,07:30,Olympia,1,0,1
2023.12.17,07:30,07:45,Olympia,0,1,1
2023.12.17,07:45,08:00,Olympia,0,0,0
2023.12.17,08:00,08:15,Olympia,1,1,2
2023.12.17,08:15,08:30,Olympia,3,1,4
2023.12.17,08:30,08:45,Olympia,2,1,3
2023.12.17,08:45,09:00,Olympia,1,0,1
2023.12.17,09:00,09:15,Olympia,1,2,3
2023.12.17,09:15,09:30,Olympia,5,0,5
2023.12.17,09:30,09:45,Olympia,0,2,2
2023.12.17,09:45,10:00,Olympia,6,4,10
2023.12.17,10:00,10:15,Olympia,4,4,8
2023.12.17,10:15,10:30,Olympia,2,2,4
2023.12.17,10:30,10:45,Olympia,12,9,21
2023.12.17,10:45,11:00,Olympia,9,6,15
2023.12.17,11:00,11:15,Olympia,6,3,9
2023.12.17,11:15,11:30,Olympia,2,11,13
2023.12.17,11:30,11:45,Olympia,9,8,17
2023.12.17,11:45,12:00,Olympia,13,3,16
2023.12.17,12:00,12:15,Olympia,4,6,10
2023.12.17,12:15,12:30,Olympia,8,7,15
2023.12.17,12:30,12:45,Olympia,5,14,19
2023.12.17,12:45,13:00,Olympia,13,9,22
2023.12.17,13:00,13:15,Olympia,9,9,18
2023.12.17,13:15,13:30,Olympia,17,9,26
2023.12.17,13:30,13:45,Olympia,12,6,18
2023.12.17,13:45,14:00,Olympia,10,15,25
2023.12.17,14:00,14:15,Olympia,17,12,29
2023.12.17,14:15,14:30,Olympia,14,8,22
2023.12.17,14:30,14:45,Olympia,14,10,24
2023.12.17,14:45,15:00,Olympia,14,6,20
2023.12.17,15:00,15:15,Olympia,12,10,22
2023.12.17,15:15,15:30,Olympia,24,11,35
2023.12.17,15:30,15:45,Olympia,9,24,33
2023.12.17,15:45,16:00,Olympia,7,9,16
2023.12.17,16:00,16:15,Olympia,22,15,37
2023.12.17,16:15,16:30,Olympia,13,11,24
2023.12.17,16:30,16:45,Olympia,10,11,21
2023.12.17,16:45,17:00,Olympia,8,15,23
2023.12.17,17:00,17:15,Olympia,19,5,24
2023.12.17,17:15,17:30,Olympia,10,4,14
2023.12.17,17:30,17:45,Olympia,6,12,18
2023.12.17,17:45,18:00,Olympia,5,3,8
2023.12.17,18:00,18:15,Olympia,6,4,10
2023.12.17,18:15,18:30,Olympia,5,3,8
2023.12.17,18:30,18:45,Olympia,6,6,12
2023.12.17,18:45,19:00,Olympia,4,8,12
2023.12.17,19:00,19:15,Olympia,11,3,14
2023.12.17,19:15,19:30,Olympia,2,2,4
2023.12.17,19:30,19:45,Olympia,2,4,6
2023.12.17,19:45,20:00,Olympia,5,2,7
2023.12.17,20:00,20:15,Olympia,4,5,9
2023.12.17,20:15,20:30,Olympia,5,3,8
2023.12.17,20:30,20:45,Olympia,3,1,4
2023.12.17,20:45,21:00,Olympia,4,6,10
2023.12.17,21:00,21:15,Olympia,3,5,8
2023.12.17,21:15,21:30,Olympia,5,2,7
2023.12.17,21:30,21:45,Olympia,1,2,3
2023.12.17,21:45,22:00,Olympia,0,4,4
2023.12.17,22:00,22:15,Olympia,0,1,1
2023.12.17,22:15,22:30,Olympia,1,4,5
2023.12.17,22:30,22:45,Olympia,0,1,1
2023.12.17,22:45,23:00,Olympia,0,1,1
2023.12.17,23:00,23:15,Olympia,1,3,4
2023.12.17,23:15,23:30,Olympia,1,0,1
2023.12.17,23:30,23:45,Olympia,0,1,1
2023.12.17,23:45,00:00,Olympia,1,0,1
2023.12.18,00:00,00:15,Olympia,0,0,0
2023.12.18,00:15,00:30,Olympia,0,0,0
2023.12.18,00:30,00:45,Olympia,0,0,0
2023.12.18,00:45,01:00,Olympia,0,0,0
2023.12.18,01:00,01:15,Olympia,0,1,1
2023.12.18,01:15,01:30,Olympia,0,0,0
2023.12.18,01:30,01:45,Olympia,0,0,0
2023.12.18,01:45,02:00,Olympia,0,0,0
2023.12.18,02:00,02:15,Olympia,0,0,0
2023.12.18,02:15,02:30,Olympia,0,0,0
2023.12.18,02:30,02:45,Olympia,1,0,1
2023.12.18,02:45,03:00,Olympia,0,0,0
2023.12.18,03:00,03:15,Olympia,0,0,0
2023.12.18,03:15,03:30,Olympia,0,0,0
2023.12.18,03:30,03:45,Olympia,0,0,0
2023.12.18,03:45,04:00,Olympia,0,0,0
2023.12.18,04:00,04:15,Olympia,0,0,0
2023.12.18,04:15,04:30,Olympia,0,0,0
2023.12.18,04:30,04:45,Olympia,0,0,0
2023.12.18,04:45,05:00,Olympia,1,1,2
2023.12.18,05:00,05:15,Olympia,0,0,0
2023.12.18,05:15,05:30,Olympia,1,1,2
2023.12.18,05:30,05:45,Olympia,0,4,4
2023.12.18,05:45,06:00,Olympia,2,2,4
2023.12.18,06:00,06:15,Olympia,3,3,6
2023.12.18,06:15,06:30,Olympia,1,2,3
2023.12.18,06:30,06:45,Olympia,3,9,12
2023.12.18,06:45,07:00,Olympia,8,6,14
2023.12.18,07:00,07:15,Olympia,7,6,13
2023.12.18,07:15,07:30,Olympia,10,4,14
2023.12.18,07:30,07:45,Olympia,10,13,23
2023.12.18,07:45,08:00,Olympia,9,14,23
2023.12.18,08:00,08:15,Olympia,20,26,46
2023.12.18,08:15,08:30,Olympia,22,18,40
2023.12.18,08:30,08:45,Olympia,20,21,41
2023.12.18,08:45,09:00,Olympia,11,31,42
2023.12.18,09:00,09:15,Olympia,17,6,23
2023.12.18,09:15,09:30,Olympia,7,8,15
2023.12.18,09:30,09:45,Olympia,13,9,22
2023.12.18,09:45,10:00,Olympia,5,8,13
2023.12.18,10:00,10:15,Olympia,8,5,13
2023.12.18,10:15,10:30,Olympia,6,6,12
2023.12.18,10:30,10:45,Olympia,4,3,7
2023.12.18,10:45,11:00,Olympia,8,10,18
2023.12.18,11:00,11:15,Olympia,2,1,3
2023.12.18,11:15,11:30,Olympia,7,11,18
2023.12.18,11:30,11:45,Olympia,2,5,7
2023.12.18,11:45,12:00,Olympia,5,7,12
2023.12.18,12:00,12:15,Olympia,7,11,18
2023.12.18,12:15,12:30,Olympia,7,8,15
2023.12.18,12:30,12:45,Olympia,5,12,17
2023.12.18,12:45,13:00,Olympia,6,16,22
2023.12.18,13:00,13:15,Olympia,8,5,13
2023.12.18,13:15,13:30,Olympia,8,5,13
2023.12.18,13:30,13:45,Olympia,6,7,13
2023.12.18,13:45,14:00,Olympia,7,8,15
2023.12.18,14:00,14:15,Olympia,10,5,15
2023.12.18,14:15,14:30,Olympia,14,9,23
2023.12.18,14:30,14:45,Olympia,16,14,30
2023.12.18,14:45,15:00,Olympia,13,15,28
2023.12.18,15:00,15:15,Olympia,11,10,21
2023.12.18,15:15,15:30,Olympia,17,12,29
2023.12.18,15:30,15:45,Olympia,18,17,35
2023.12.18,15:45,16:00,Olympia,25,20,45
2023.12.18,16:00,16:15,Olympia,15,19,34
2023.12.18,16:15,16:30,Olympia,16,14,30
2023.12.18,16:30,16:45,Olympia,24,18,42
2023.12.18,16:45,17:00,Olympia,24,20,44
2023.12.18,17:00,17:15,Olympia,13,9,22
2023.12.18,17:15,17:30,Olympia,14,15,29
2023.12.18,17:30,17:45,Olympia,16,13,29
2023.12.18,17:45,18:00,Olympia,20,27,47
2023.12.18,18:00,18:15,Olympia,18,16,34
2023.12.18,18:15,18:30,Olympia,20,25,45
2023.12.18,18:30,18:45,Olympia,15,18,33
2023.12.18,18:45,19:00,Olympia,20,18,38
2023.12.18,19:00,19:15,Olympia,8,8,16
2023.12.18,19:15,19:30,Olympia,17,10,27
2023.12.18,19:30,19:45,Olympia,7,6,13
2023.12.18,19:45,20:00,Olympia,17,6,23
2023.12.18,20:00,20:15,Olympia,3,15,18
2023.12.18,20:15,20:30,Olympia,12,10,22
2023.12.18,20:30,20:45,Olympia,4,11,15
2023.12.18,20:45,21:00,Olympia,7,5,12
2023.12.18,21:00,21:15,Olympia,8,5,13
2023.12.18,21:15,21:30,Olympia,0,5,5
2023.12.18,21:30,21:45,Olympia,6,1,7
2023.12.18,21:45,22:00,Olympia,4,8,12
2023.12.18,22:00,22:15,Olympia,5,8,13
2023.12.18,22:15,22:30,Olympia,3,11,14
2023.12.18,22:30,22:45,Olympia,1,3,4
2023.12.18,22:45,23:00,Olympia,1,5,6
2023.12.18,23:00,23:15,Olympia,5,3,8
2023.12.18,23:15,23:30,Olympia,0,1,1
2023.12.18,23:30,23:45,Olympia,0,3,3
2023.12.18,23:45,00:00,Olympia,0,1,1
2023.12.19,00:00,00:15,Olympia,0,4,4
2023.12.19,00:15,00:30,Olympia,1,0,1
2023.12.19,00:30,00:45,Olympia,0,0,0
2023.12.19,00:45,01:00,Olympia,1,1,2
2023.12.19,01:00,01:15,Olympia,0,0,0
2023.12.19,01:15,01:30,Olympia,0,0,0
2023.12.19,01:30,01:45,Olympia,1,0,1
2023.12.19,01:45,02:00,Olympia,0,1,1
2023.12.19,02:00,02:15,Olympia,1,1,2
2023.12.19,02:15,02:30,Olympia,0,0,0
2023.12.19,02:30,02:45,Olympia,1,0,1
2023.12.19,02:45,03:00,Olympia,0,0,0
2023.12.19,03:00,03:15,Olympia,0,0,0
2023.12.19,03:15,03:30,Olympia,0,0,0
2023.12.19,03:30,03:45,Olympia,0,0,0
2023.12.19,03:45,04:00,Olympia,0,0,0
2023.12.19,04:00,04:15,Olympia,0,0,0
2023.12.19,04:15,04:30,Olympia,0,0,0
2023.12.19,04:30,04:45,Olympia,1,0,1
2023.12.19,04:45,05:00,Olympia,0,0,0
2023.12.19,05:00,05:15,Olympia,0,1,1
2023.12.19,05:15,05:30,Olympia,3,1,4
2023.12.19,05:30,05:45,Olympia,0,3,3
2023.12.19,05:45,06:00,Olympia,1,1,2
2023.12.19,06:00,06:15,Olympia,3,3,6
2023.12.19,06:15,06:30,Olympia,0,2,2
2023.12.19,06:30,06:45,Olympia,5,5,10
2023.12.19,06:45,07:00,Olympia,7,5,12
2023.12.19,07:00,07:15,Olympia,7,5,12
2023.12.19,07:15,07:30,Olympia,9,5,14
2023.12.19,07:30,07:45,Olympia,11,12,23
2023.12.19,07:45,08:00,Olympia,19,25,44
2023.12.19,08:00,08:15,Olympia,17,23,40
2023.12.19,08:15,08:30,Olympia,16,20,36
2023.12.19,08:30,08:45,Olympia,20,18,38
2023.12.19,08:45,09:00,Olympia,18,18,36
2023.12.19,09:00,09:15,Olympia,17,12,29
2023.12.19,09:15,09:30,Olympia,6,7,13
2023.12.19,09:30,09:45,Olympia,8,7,15
2023.12.19,09:45,10:00,Olympia,9,11,20
2023.12.19,10:00,10:15,Olympia,7,7,14
2023.12.19,10:15,10:30,Olympia,5,3,8
2023.12.19,10:30,10:45,Olympia,7,6,13
2023.12.19,10:45,11:00,Olympia,5,5,10
2023.12.19,11:00,11:15,Olympia,4,5,9
2023.12.19,11:15,11:30,Olympia,7,9,16
2023.12.19,11:30,11:45,Olympia,5,11,16
2023.12.19,11:45,12:00,Olympia,9,8,17
2023.12.19,12:00,12:15,Olympia,14,7,21
2023.12.19,12:15,12:30,Olympia,9,7,16
2023.12.19,12:30,12:45,Olympia,7,13,20
2023.12.19,12:45,13:00,Olympia,12,11,23
2023.12.19,13:00,13:15,Olympia,10,13,23
2023.12.19,13:15,13:30,Olympia,9,13,22
2023.12.19,13:30,13:45,Olympia,6,13,19
2023.12.19,13:45,14:00,Olympia,15,16,31
2023.12.19,14:00,14:15,Olympia,17,10,27
2023.12.19,14:15,14:30,Olympia,19,6,25
2023.12.19,14:30,14:45,Olympia,5,8,13
2023.12.19,14:45,15:00,Olympia,18,11,29
2023.12.19,15:00,15:15,Olympia,9,10,19
2023.12.19,15:15,15:30,Olympia,9,17,26
2023.12.19,15:30,15:45,Olympia,17,10,27
2023.12.19,15:45,16:00,Olympia,28,21,49
2023.12.19,16:00,16:15,Olympia,24,14,38
2023.12.19,16:15,16:30,Olympia,21,23,44
2023.12.19,16:30,16:45,Olympia,23,15,38
2023.12.19,16:45,17:00,Olympia,19,15,34
2023.12.19,17:00,17:15,Olympia,19,23,42
2023.12.19,17:15,17:30,Olympia,13,19,32
2023.12.19,17:30,17:45,Olympia,22,19,41
2023.12.19,17:45,18:00,Olympia,16,24,40
2023.12.19,18:00,18:15,Olympia,15,16,31
2023.12.19,18:15,18:30,Olympia,20,16,36
2023.12.19,18:30,18:45,Olympia,16,23,39
2023.12.19,18:45,19:00,Olympia,12,13,25
2023.12.19,19:00,19:15,Olympia,10,15,25
2023.12.19,19:15,19:30,Olympia,7,12,19
2023.12.19,19:30,19:45,Olympia,17,19,36
2023.12.19,19:45,20:00,Olympia,18,10,28
2023.12.19,20:00,20:15,Olympia,7,13,20
2023.12.19,20:15,20:30,Olympia,15,10,25
2023.12.19,20:30,20:45,Olympia,11,11,22
2023.12.19,20:45,21:00,Olympia,11,1,12
2023.12.19,21:00,21:15,Olympia,3,5,8
2023.12.19,21:15,21:30,Olympia,10,7,17
2023.12.19,21:30,21:45,Olympia,11,4,15
2023.12.19,21:45,22:00,Olympia,3,8,11
2023.12.19,22:00,22:15,Olympia,3,7,10
2023.12.19,22:15,22:30,Olympia,7,6,13
2023.12.19,22:30,22:45,Olympia,4,2,6
2023.12.19,22:45,23:00,Olympia,3,7,10
2023.12.19,23:00,23:15,Olympia,9,3,12
2023.12.19,23:15,23:30,Olympia,3,8,11
2023.12.19,23:30,23:45,Olympia,2,0,2
2023.12.19,23:45,00:00,Olympia,1,1,2
2023.12.20,00:00,00:15,Olympia,0,5,5
2023.12.20,00:15,00:30,Olympia,0,1,1
2023.12.20,00:30,00:45,Olympia,1,0,1
2023.12.20,00:45,01:00,Olympia,0,0,0
2023.12.20,01:00,01:15,Olympia,1,1,2
2023.12.20,01:15,01:30,Olympia,0,0,0
2023.12.20,01:30,01:45,Olympia,0,0,0
2023.12.20,01:45,02:00,Olympia,0,1,1
2023.12.20,02:00,02:15,Olympia,0,0,0
2023.12.20,02:15,02:30,Olympia,2,0,2
2023.12.20,02:30,02:45,Olympia,1,0,1
2023.12.20,02:45,03:00,Olympia,0,0,0
2023.12.20,03:00,03:15,Olympia,0,0,0
