Date,Location,Total,MinTemp,MaxTemp,RainfallVolume,AvgTemp
2008-06-01,Arnulf,667.0,12.5,26.7,0.0,19.6
2008-06-01,Kreuther,,12.5,26.7,0.0,19.6
2008-06-01,Olympia,,12.5,26.7,0.0,19.6
2008-06-01,Hirsch,,12.5,26.7,0.0,19.6
2008-06-02,Arnulf,1117.0,15.0,27.9,0.6,21.45
2008-06-02,Kreuther,,15.0,27.9,0.6,21.45
2008-06-02,Hirsch,,15.0,27.9,0.6,21.45
2008-06-02,Olympia,,15.0,27.9,0.6,21.45
2008-06-03,Olympia,,14.6,21.9,0.2,18.25
2008-06-03,Kreuther,,14.6,21.9,0.2,18.25
2008-06-03,Hirsch,,14.6,21.9,0.2,18.25
2008-06-03,Arnulf,1279.0,14.6,21.9,0.2,18.25
2008-06-04,Kreuther,,14.8,21.9,5.1,18.35
2008-06-04,Hirsch,,14.8,21.9,5.1,18.35
2008-06-04,Arnulf,758.0,14.8,21.9,5.1,18.35
2008-06-04,Olympia,,14.8,21.9,5.1,18.35
2008-06-05,Kreuther,,14.0,20.4,14.2,17.2
2008-06-05,Olympia,,14.0,20.4,14.2,17.2
2008-06-05,Arnulf,606.0,14.0,20.4,14.2,17.2
2008-06-05,Hirsch,,14.0,20.4,14.2,17.2
2008-06-06,Olympia,,13.6,19.9,10.0,16.75
2008-06-06,Kreuther,,13.6,19.9,10.0,16.75
2008-06-06,Arnulf,963.0,13.6,19.9,10.0,16.75
2008-06-06,Hirsch,,13.6,19.9,10.0,16.75
2008-06-07,Arnulf,399.0,13.6,18.2,2.0,15.899999999999999
2008-06-07,Hirsch,,13.6,18.2,2.0,15.899999999999999
2008-06-07,Olympia,,13.6,18.2,2.0,15.899999999999999
2008-06-07,Kreuther,,13.6,18.2,2.0,15.899999999999999
2008-06-08,Olympia,,12.6,22.0,3.9,17.3
2008-06-08,Hirsch,,12.6,22.0,3.9,17.3
2008-06-08,Arnulf,557.0,12.6,22.0,3.9,17.3
2008-06-08,Kreuther,,12.6,22.0,3.9,17.3
2008-06-09,Hirsch,,9.5,23.0,0.0,16.25
2008-06-09,Olympia,,9.5,23.0,0.0,16.25
2008-06-09,Kreuther,,9.5,23.0,0.0,16.25
2008-06-09,Arnulf,1244.0,9.5,23.0,0.0,16.25
2008-06-10,Kreuther,,12.2,25.7,0.8,18.95
2008-06-10,Olympia,,12.2,25.7,0.8,18.95
2008-06-10,Hirsch,,12.2,25.7,0.8,18.95
2008-06-10,Arnulf,1350.0,12.2,25.7,0.8,18.95
2008-06-11,Hirsch,,13.1,21.9,4.5,17.5
2008-06-11,Kreuther,,13.1,21.9,4.5,17.5
2008-06-11,Olympia,,13.1,21.9,4.5,17.5
2008-06-11,Arnulf,798.0,13.1,21.9,4.5,17.5
2008-06-12,Hirsch,,11.5,19.3,10.5,15.4
2008-06-12,Kreuther,,11.5,19.3,10.5,15.4
2008-06-12,Olympia,,11.5,19.3,10.5,15.4
2008-06-12,Arnulf,1040.0,11.5,19.3,10.5,15.4
2008-06-13,Olympia,,6.6,15.5,0.3,11.05
2008-06-13,Arnulf,814.0,6.6,15.5,0.3,11.05
2008-06-13,Hirsch,,6.6,15.5,0.3,11.05
2008-06-13,Kreuther,,6.6,15.5,0.3,11.05
2008-06-14,Hirsch,,4.7,16.2,0.0,10.45
2008-06-14,Kreuther,,4.7,16.2,0.0,10.45
2008-06-14,Olympia,,4.7,16.2,0.0,10.45
2008-06-14,Arnulf,725.0,4.7,16.2,0.0,10.45
2008-06-15,Hirsch,,8.1,18.0,0.4,13.05
2008-06-15,Arnulf,745.0,8.1,18.0,0.4,13.05
2008-06-15,Olympia,,8.1,18.0,0.4,13.05
2008-06-15,Kreuther,,8.1,18.0,0.4,13.05
2008-06-16,Arnulf,605.0,10.6,16.5,2.4,13.55
2008-06-16,Olympia,,10.6,16.5,2.4,13.55
2008-06-16,Kreuther,,10.6,16.5,2.4,13.55
2008-06-16,Hirsch,,10.6,16.5,2.4,13.55
2008-06-17,Hirsch,,10.3,17.3,0.1,13.8
2008-06-17,Arnulf,655.0,10.3,17.3,0.1,13.8
2008-06-17,Kreuther,,10.3,17.3,0.1,13.8
2008-06-17,Olympia,,10.3,17.3,0.1,13.8
2008-06-18,Kreuther,,11.0,21.5,2.5,16.25
2008-06-18,Hirsch,,11.0,21.5,2.5,16.25
2008-06-18,Arnulf,803.0,11.0,21.5,2.5,16.25
2008-06-18,Olympia,,11.0,21.5,2.5,16.25
2008-06-19,Hirsch,,8.6,25.8,0.0,17.2
2008-06-19,Arnulf,1505.0,8.6,25.8,0.0,17.2
2008-06-19,Kreuther,,8.6,25.8,0.0,17.2
2008-06-19,Olympia,,8.6,25.8,0.0,17.2
2008-06-20,Arnulf,1215.0,15.0,25.0,0.0,20.0
2008-06-20,Kreuther,842.0,15.0,25.0,0.0,20.0
2008-06-20,Olympia,,15.0,25.0,0.0,20.0
2008-06-20,Hirsch,,15.0,25.0,0.0,20.0
2008-06-21,Kreuther,659.0,12.5,27.3,0.0,19.9
2008-06-21,Hirsch,,12.5,27.3,0.0,19.9
2008-06-21,Arnulf,1063.0,12.5,27.3,0.0,19.9
2008-06-21,Olympia,,12.5,27.3,0.0,19.9
2008-06-22,Arnulf,720.0,13.7,31.8,0.0,22.75
2008-06-22,Olympia,,13.7,31.8,0.0,22.75
2008-06-22,Kreuther,732.0,13.7,31.8,0.0,22.75
2008-06-22,Hirsch,,13.7,31.8,0.0,22.75
2008-06-23,Arnulf,1229.0,17.0,28.3,0.3,22.65
2008-06-23,Olympia,,17.0,28.3,0.3,22.65
2008-06-23,Kreuther,889.0,17.0,28.3,0.3,22.65
2008-06-23,Hirsch,,17.0,28.3,0.3,22.65
2008-06-24,Olympia,,16.3,25.9,1.9,21.1
2008-06-24,Kreuther,941.0,16.3,25.9,1.9,21.1
2008-06-24,Hirsch,,16.3,25.9,1.9,21.1
2008-06-24,Arnulf,1341.0,16.3,25.9,1.9,21.1
2008-06-25,Arnulf,1425.0,15.7,31.0,2.6,23.35
2008-06-25,Olympia,,15.7,31.0,2.6,23.35
2008-06-25,Hirsch,,15.7,31.0,2.6,23.35
2008-06-25,Kreuther,908.0,15.7,31.0,2.6,23.35
2008-06-26,Olympia,,16.6,23.8,0.0,20.200000000000003
2008-06-26,Kreuther,507.0,16.6,23.8,0.0,20.200000000000003
2008-06-26,Arnulf,969.0,16.6,23.8,0.0,20.200000000000003
2008-06-26,Hirsch,,16.6,23.8,0.0,20.200000000000003
2008-06-27,Olympia,,14.6,25.9,0.0,20.25
2008-06-27,Kreuther,828.0,14.6,25.9,0.0,20.25
2008-06-27,Hirsch,,14.6,25.9,0.0,20.25
2008-06-27,Arnulf,1290.0,14.6,25.9,0.0,20.25
2008-06-28,Olympia,,15.2,25.1,0.0,20.15
2008-06-28,Hirsch,,15.2,25.1,0.0,20.15
2008-06-28,Arnulf,1077.0,15.2,25.1,0.0,20.15
2008-06-28,Kreuther,709.0,15.2,25.1,0.0,20.15
2008-06-29,Olympia,,13.6,27.5,29.7,20.55
2008-06-29,Kreuther,742.0,13.6,27.5,29.7,20.55
2008-06-29,Hirsch,,13.6,27.5,29.7,20.55
2008-06-29,Arnulf,1045.0,13.6,27.5,29.7,20.55
2008-06-30,Olympia,,15.3,25.4,0.1,20.35
2008-06-30,Hirsch,,15.3,25.4,0.1,20.35
2008-06-30,Kreuther,539.0,15.3,25.4,0.1,20.35
2008-06-30,Arnulf,883.0,15.3,25.4,0.1,20.35
2008-07-01,Olympia,,13.3,26.8,0.0,20.05
2008-07-01,Hirsch,,13.3,26.8,0.0,20.05
2008-07-01,Arnulf,1438.0,13.3,26.8,0.0,20.05
2008-07-01,Kreuther,1125.0,13.3,26.8,0.0,20.05
2008-07-02,Hirsch,,14.6,28.5,0.0,21.55
2008-07-02,Olympia,,14.6,28.5,0.0,21.55
2008-07-02,Arnulf,1297.0,14.6,28.5,0.0,21.55
2008-07-02,Kreuther,988.0,14.6,28.5,0.0,21.55
2008-07-03,Kreuther,821.0,14.0,28.4,5.3,21.2
2008-07-03,Olympia,,14.0,28.4,5.3,21.2
2008-07-03,Hirsch,,14.0,28.4,5.3,21.2
2008-07-03,Arnulf,1146.0,14.0,28.4,5.3,21.2
2008-07-04,Kreuther,730.0,12.5,21.2,0.0,16.85
2008-07-04,Olympia,,12.5,21.2,0.0,16.85
2008-07-04,Hirsch,,12.5,21.2,0.0,16.85
2008-07-04,Arnulf,1145.0,12.5,21.2,0.0,16.85
2008-07-05,Olympia,,10.2,24.0,0.0,17.1
2008-07-05,Hirsch,,10.2,24.0,0.0,17.1
2008-07-05,Arnulf,1038.0,10.2,24.0,0.0,17.1
2008-07-05,Kreuther,715.0,10.2,24.0,0.0,17.1
2008-07-06,Arnulf,556.0,12.4,27.7,7.1,20.05
2008-07-06,Hirsch,,12.4,27.7,7.1,20.05
2008-07-06,Kreuther,583.0,12.4,27.7,7.1,20.05
2008-07-06,Olympia,,12.4,27.7,7.1,20.05
2008-07-07,Hirsch,,12.0,18.9,3.0,15.45
2008-07-07,Olympia,,12.0,18.9,3.0,15.45
2008-07-07,Kreuther,474.0,12.0,18.9,3.0,15.45
2008-07-07,Arnulf,498.0,12.0,18.9,3.0,15.45
2008-07-08,Arnulf,1053.0,10.8,21.0,1.3,15.9
2008-07-08,Olympia,,10.8,21.0,1.3,15.9
2008-07-08,Hirsch,,10.8,21.0,1.3,15.9
2008-07-08,Kreuther,796.0,10.8,21.0,1.3,15.9
2008-07-09,Olympia,,11.6,19.6,0.3,15.600000000000001
2008-07-09,Kreuther,660.0,11.6,19.6,0.3,15.600000000000001
2008-07-09,Hirsch,,11.6,19.6,0.3,15.600000000000001
2008-07-09,Arnulf,910.0,11.6,19.6,0.3,15.600000000000001
2008-07-10,Kreuther,1055.0,15.2,27.3,0.0,21.25
2008-07-10,Arnulf,1489.0,15.2,27.3,0.0,21.25
2008-07-10,Hirsch,,15.2,27.3,0.0,21.25
2008-07-10,Olympia,,15.2,27.3,0.0,21.25
2008-07-11,Hirsch,,12.5,30.9,8.8,21.7
2008-07-11,Olympia,,12.5,30.9,8.8,21.7
2008-07-11,Arnulf,1264.0,12.5,30.9,8.8,21.7
2008-07-11,Kreuther,923.0,12.5,30.9,8.8,21.7
2008-07-12,Olympia,,14.9,20.1,8.4,17.5
2008-07-12,Arnulf,504.0,14.9,20.1,8.4,17.5
2008-07-12,Kreuther,334.0,14.9,20.1,8.4,17.5
2008-07-12,Hirsch,,14.9,20.1,8.4,17.5
2008-07-13,Hirsch,,12.8,16.6,19.0,14.700000000000001
2008-07-13,Olympia,,12.8,16.6,19.0,14.700000000000001
2008-07-13,Kreuther,109.0,12.8,16.6,19.0,14.700000000000001
2008-07-13,Arnulf,164.0,12.8,16.6,19.0,14.700000000000001
2008-07-14,Hirsch,,13.0,17.3,11.1,15.15
2008-07-14,Arnulf,489.0,13.0,17.3,11.1,15.15
2008-07-14,Olympia,,13.0,17.3,11.1,15.15
2008-07-14,Kreuther,327.0,13.0,17.3,11.1,15.15
2008-07-15,Kreuther,946.0,12.3,22.7,0.0,17.5
2008-07-15,Hirsch,,12.3,22.7,0.0,17.5
2008-07-15,Arnulf,1233.0,12.3,22.7,0.0,17.5
2008-07-15,Olympia,,12.3,22.7,0.0,17.5
2008-07-16,Kreuther,1059.0,11.5,25.7,8.1,18.6
2008-07-16,Arnulf,1412.0,11.5,25.7,8.1,18.6
2008-07-16,Hirsch,,11.5,25.7,8.1,18.6
2008-07-16,Olympia,,11.5,25.7,8.1,18.6
2008-07-17,Arnulf,440.0,13.4,16.9,5.3,15.149999999999999
2008-07-17,Olympia,,13.4,16.9,5.3,15.149999999999999
2008-07-17,Hirsch,,13.4,16.9,5.3,15.149999999999999
2008-07-17,Kreuther,287.0,13.4,16.9,5.3,15.149999999999999
2008-07-18,Kreuther,581.0,13.2,19.2,0.8,16.2
2008-07-18,Arnulf,868.0,13.2,19.2,0.8,16.2
2008-07-18,Olympia,,13.2,19.2,0.8,16.2
2008-07-18,Hirsch,,13.2,19.2,0.8,16.2
2008-07-19,Arnulf,1321.0,12.6,25.9,2.2,19.25
2008-07-19,Olympia,,12.6,25.9,2.2,19.25
2008-07-19,Kreuther,822.0,12.6,25.9,2.2,19.25
2008-07-19,Hirsch,,12.6,25.9,2.2,19.25
2008-07-20,Olympia,,12.5,23.3,13.1,17.9
2008-07-20,Arnulf,738.0,12.5,23.3,13.1,17.9
2008-07-20,Kreuther,489.0,12.5,23.3,13.1,17.9
2008-07-20,Hirsch,,12.5,23.3,13.1,17.9
2008-07-21,Hirsch,,11.1,18.0,0.4,14.55
2008-07-21,Kreuther,718.0,11.1,18.0,0.4,14.55
2008-07-21,Arnulf,1068.0,11.1,18.0,0.4,14.55
2008-07-21,Olympia,,11.1,18.0,0.4,14.55
2008-07-22,Hirsch,,10.6,18.1,6.8,14.350000000000001
2008-07-22,Kreuther,543.0,10.6,18.1,6.8,14.350000000000001
2008-07-22,Arnulf,798.0,10.6,18.1,6.8,14.350000000000001
2008-07-22,Olympia,,10.6,18.1,6.8,14.350000000000001
2008-07-23,Hirsch,,11.4,18.7,0.1,15.05
2008-07-23,Kreuther,644.0,11.4,18.7,0.1,15.05
2008-07-23,Arnulf,999.0,11.4,18.7,0.1,15.05
2008-07-23,Olympia,,11.4,18.7,0.1,15.05
2008-07-24,Arnulf,1317.0,9.1,21.5,0.0,15.3
2008-07-24,Olympia,,9.1,21.5,0.0,15.3
2008-07-24,Hirsch,,9.1,21.5,0.0,15.3
2008-07-24,Kreuther,910.0,9.1,21.5,0.0,15.3
2008-07-25,Olympia,,12.0,24.0,0.0,18.0
2008-07-25,Arnulf,1403.0,12.0,24.0,0.0,18.0
2008-07-25,Hirsch,,12.0,24.0,0.0,18.0
2008-07-25,Kreuther,891.0,12.0,24.0,0.0,18.0
2008-07-26,Hirsch,,13.6,27.0,0.3,20.3
2008-07-26,Kreuther,654.0,13.6,27.0,0.3,20.3
2008-07-26,Arnulf,912.0,13.6,27.0,0.3,20.3
2008-07-26,Olympia,,13.6,27.0,0.3,20.3
2008-07-27,Kreuther,785.0,16.9,27.7,0.0,22.299999999999997
2008-07-27,Arnulf,753.0,16.9,27.7,0.0,22.299999999999997
2008-07-27,Olympia,,16.9,27.7,0.0,22.299999999999997
2008-07-27,Hirsch,,16.9,27.7,0.0,22.299999999999997
2008-07-28,Hirsch,,15.1,27.8,0.0,21.45
2008-07-28,Kreuther,1126.0,15.1,27.8,0.0,21.45
2008-07-28,Olympia,,15.1,27.8,0.0,21.45
2008-07-28,Arnulf,1529.0,15.1,27.8,0.0,21.45
2008-07-29,Kreuther,1045.0,14.6,29.2,34.0,21.9
2008-07-29,Arnulf,1471.0,14.6,29.2,34.0,21.9
2008-07-29,Hirsch,,14.6,29.2,34.0,21.9
2008-07-29,Olympia,,14.6,29.2,34.0,21.9
2008-07-30,Olympia,,15.0,28.3,0.0,21.65
2008-07-30,Hirsch,,15.0,28.3,0.0,21.65
2008-07-30,Arnulf,1497.0,15.0,28.3,0.0,21.65
2008-07-30,Kreuther,1136.0,15.0,28.3,0.0,21.65
2008-07-31,Olympia,,16.2,29.0,1.0,22.6
2008-07-31,Arnulf,540.0,16.2,29.0,1.0,22.6
2008-07-31,Kreuther,1051.0,16.2,29.0,1.0,22.6
2008-07-31,Hirsch,,16.2,29.0,1.0,22.6
2008-08-01,Olympia,,14.8,28.6,5.5,21.700000000000003
2008-08-01,Kreuther,971.0,14.8,28.6,5.5,21.700000000000003
2008-08-01,Arnulf,416.0,14.8,28.6,5.5,21.700000000000003
2008-08-01,Hirsch,,14.8,28.6,5.5,21.700000000000003
2008-08-02,Hirsch,,17.2,25.4,0.2,21.299999999999997
2008-08-02,Kreuther,722.0,17.2,25.4,0.2,21.299999999999997
2008-08-02,Olympia,,17.2,25.4,0.2,21.299999999999997
2008-08-02,Arnulf,403.0,17.2,25.4,0.2,21.299999999999997
2008-08-03,Kreuther,889.0,16.5,25.7,0.0,21.1
2008-08-03,Olympia,,16.5,25.7,0.0,21.1
2008-08-03,Arnulf,268.0,16.5,25.7,0.0,21.1
2008-08-03,Hirsch,,16.5,25.7,0.0,21.1
2008-08-04,Olympia,,15.7,26.5,6.5,21.1
2008-08-04,Hirsch,,15.7,26.5,6.5,21.1
2008-08-04,Kreuther,781.0,15.7,26.5,6.5,21.1
2008-08-04,Arnulf,367.0,15.7,26.5,6.5,21.1
2008-08-05,Hirsch,,14.4,23.5,0.0,18.95
2008-08-05,Kreuther,728.0,14.4,23.5,0.0,18.95
2008-08-05,Arnulf,733.0,14.4,23.5,0.0,18.95
2008-08-05,Olympia,,14.4,23.5,0.0,18.95
2008-08-06,Kreuther,990.0,11.7,26.2,0.0,18.95
2008-08-06,Olympia,,11.7,26.2,0.0,18.95
2008-08-06,Hirsch,,11.7,26.2,0.0,18.95
2008-08-06,Arnulf,1219.0,11.7,26.2,0.0,18.95
2008-08-07,Arnulf,993.0,13.2,31.1,0.5,22.15
2008-08-07,Kreuther,880.0,13.2,31.1,0.5,22.15
2008-08-07,Olympia,,13.2,31.1,0.5,22.15
2008-08-07,Hirsch,,13.2,31.1,0.5,22.15
2008-08-08,Arnulf,680.0,15.4,23.5,3.1,19.45
2008-08-08,Kreuther,434.0,15.4,23.5,3.1,19.45
2008-08-08,Hirsch,,15.4,23.5,3.1,19.45
2008-08-08,Olympia,,15.4,23.5,3.1,19.45
2008-08-09,Arnulf,619.0,13.8,21.3,0.2,17.55
2008-08-09,Hirsch,,13.8,21.3,0.2,17.55
2008-08-09,Kreuther,331.0,13.8,21.3,0.2,17.55
2008-08-09,Olympia,,13.8,21.3,0.2,17.55
2008-08-10,Kreuther,687.0,11.7,26.4,0.0,19.049999999999997
2008-08-10,Olympia,,11.7,26.4,0.0,19.049999999999997
2008-08-10,Hirsch,,11.7,26.4,0.0,19.049999999999997
2008-08-10,Arnulf,688.0,11.7,26.4,0.0,19.049999999999997
2008-08-11,Arnulf,966.0,12.3,26.6,6.1,19.450000000000003
2008-08-11,Kreuther,776.0,12.3,26.6,6.1,19.450000000000003
2008-08-11,Hirsch,,12.3,26.6,6.1,19.450000000000003
2008-08-11,Olympia,,12.3,26.6,6.1,19.450000000000003
2008-08-12,Kreuther,590.0,14.0,27.6,5.1,20.8
2008-08-12,Hirsch,,14.0,27.6,5.1,20.8
2008-08-12,Olympia,,14.0,27.6,5.1,20.8
2008-08-12,Arnulf,986.0,14.0,27.6,5.1,20.8
2008-08-13,Hirsch,,13.8,21.7,0.1,17.75
2008-08-13,Olympia,,13.8,21.7,0.1,17.75
2008-08-13,Kreuther,466.0,13.8,21.7,0.1,17.75
2008-08-13,Arnulf,851.0,13.8,21.7,0.1,17.75
2008-08-14,Kreuther,664.0,14.8,23.5,11.2,19.15
2008-08-14,Hirsch,,14.8,23.5,11.2,19.15
2008-08-14,Arnulf,1032.0,14.8,23.5,11.2,19.15
2008-08-14,Olympia,,14.8,23.5,11.2,19.15
2008-08-15,Hirsch,,11.9,15.5,10.2,13.7
2008-08-15,Arnulf,186.0,11.9,15.5,10.2,13.7
2008-08-15,Kreuther,95.0,11.9,15.5,10.2,13.7
2008-08-15,Olympia,,11.9,15.5,10.2,13.7
2008-08-16,Olympia,,9.2,19.2,0.0,14.2
2008-08-16,Arnulf,691.0,9.2,19.2,0.0,14.2
2008-08-16,Kreuther,378.0,9.2,19.2,0.0,14.2
2008-08-16,Hirsch,,9.2,19.2,0.0,14.2
2008-08-17,Kreuther,587.0,6.5,21.6,0.0,14.05
2008-08-17,Hirsch,,6.5,21.6,0.0,14.05
2008-08-17,Olympia,,6.5,21.6,0.0,14.05
2008-08-17,Arnulf,652.0,6.5,21.6,0.0,14.05
2008-08-18,Kreuther,875.0,11.3,26.0,0.0,18.65
2008-08-18,Olympia,,11.3,26.0,0.0,18.65
2008-08-18,Hirsch,,11.3,26.0,0.0,18.65
2008-08-18,Arnulf,1287.0,11.3,26.0,0.0,18.65
2008-08-19,Arnulf,1207.0,11.9,28.5,18.8,20.2
2008-08-19,Olympia,,11.9,28.5,18.8,20.2
2008-08-19,Hirsch,,11.9,28.5,18.8,20.2
2008-08-19,Kreuther,796.0,11.9,28.5,18.8,20.2
2008-08-20,Hirsch,,15.4,20.8,0.0,18.1
2008-08-20,Arnulf,947.0,15.4,20.8,0.0,18.1
2008-08-20,Kreuther,594.0,15.4,20.8,0.0,18.1
2008-08-20,Olympia,,15.4,20.8,0.0,18.1
2008-08-21,Hirsch,,11.1,22.6,0.0,16.85
2008-08-21,Olympia,,11.1,22.6,0.0,16.85
2008-08-21,Kreuther,797.0,11.1,22.6,0.0,16.85
2008-08-21,Arnulf,1208.0,11.1,22.6,0.0,16.85
2008-08-22,Arnulf,931.0,13.0,24.6,14.9,18.8
2008-08-22,Olympia,,13.0,24.6,14.9,18.8
2008-08-22,Hirsch,,13.0,24.6,14.9,18.8
2008-08-22,Kreuther,673.0,13.0,24.6,14.9,18.8
2008-08-23,Kreuther,245.0,11.8,18.4,0.7,15.1
2008-08-23,Hirsch,,11.8,18.4,0.7,15.1
2008-08-23,Arnulf,373.0,11.8,18.4,0.7,15.1
2008-08-23,Olympia,,11.8,18.4,0.7,15.1
2008-08-24,Olympia,,9.4,20.0,0.0,14.7
2008-08-24,Kreuther,616.0,9.4,20.0,0.0,14.7
2008-08-24,Arnulf,626.0,9.4,20.0,0.0,14.7
2008-08-24,Hirsch,,9.4,20.0,0.0,14.7
2008-08-25,Olympia,,7.9,21.2,0.7,14.55
2008-08-25,Arnulf,929.0,7.9,21.2,0.7,14.55
2008-08-25,Hirsch,,7.9,21.2,0.7,14.55
2008-08-25,Kreuther,564.0,7.9,21.2,0.7,14.55
2008-08-26,Olympia,,11.8,23.1,0.0,17.450000000000003
2008-08-26,Kreuther,793.0,11.8,23.1,0.0,17.450000000000003
2008-08-26,Hirsch,,11.8,23.1,0.0,17.450000000000003
2008-08-26,Arnulf,1143.0,11.8,23.1,0.0,17.450000000000003
2008-08-27,Hirsch,,10.9,25.0,0.0,17.95
2008-08-27,Kreuther,873.0,10.9,25.0,0.0,17.95
2008-08-27,Arnulf,1338.0,10.9,25.0,0.0,17.95
2008-08-27,Olympia,,10.9,25.0,0.0,17.95
2008-08-28,Hirsch,,13.3,24.4,0.0,18.85
2008-08-28,Kreuther,772.0,13.3,24.4,0.0,18.85
2008-08-28,Arnulf,1090.0,13.3,24.4,0.0,18.85
2008-08-28,Olympia,,13.3,24.4,0.0,18.85
2008-08-29,Kreuther,725.0,14.4,21.4,0.0,17.9
2008-08-29,Olympia,,14.4,21.4,0.0,17.9
2008-08-29,Arnulf,806.0,14.4,21.4,0.0,17.9
2008-08-29,Hirsch,,14.4,21.4,0.0,17.9
2008-08-30,Kreuther,610.0,11.5,23.3,0.0,17.4
2008-08-30,Hirsch,,11.5,23.3,0.0,17.4
2008-08-30,Arnulf,677.0,11.5,23.3,0.0,17.4
2008-08-30,Olympia,,11.5,23.3,0.0,17.4
2008-08-31,Arnulf,463.0,11.2,25.3,0.1,18.25
2008-08-31,Hirsch,,11.2,25.3,0.1,18.25
2008-08-31,Olympia,,11.2,25.3,0.1,18.25
2008-08-31,Kreuther,697.0,11.2,25.3,0.1,18.25
2008-09-01,Hirsch,,16.2,21.4,0.3,18.799999999999997
2008-09-01,Olympia,,16.2,21.4,0.3,18.799999999999997
2008-09-01,Kreuther,520.0,16.2,21.4,0.3,18.799999999999997
2008-09-01,Arnulf,679.0,16.2,21.4,0.3,18.799999999999997
2008-09-02,Olympia,,14.8,24.5,0.0,19.65
2008-09-02,Hirsch,,14.8,24.5,0.0,19.65
2008-09-02,Kreuther,733.0,14.8,24.5,0.0,19.65
2008-09-02,Arnulf,1121.0,14.8,24.5,0.0,19.65
2008-09-03,Hirsch,,13.1,27.5,2.1,20.3
2008-09-03,Olympia,,13.1,27.5,2.1,20.3
2008-09-03,Arnulf,1158.0,13.1,27.5,2.1,20.3
2008-09-03,Kreuther,806.0,13.1,27.5,2.1,20.3
2008-09-04,Kreuther,404.0,15.4,22.2,0.7,18.8
2008-09-04,Hirsch,,15.4,22.2,0.7,18.8
2008-09-04,Olympia,,15.4,22.2,0.7,18.8
2008-09-04,Arnulf,734.0,15.4,22.2,0.7,18.8
2008-09-05,Hirsch,,15.0,25.5,0.0,20.25
2008-09-05,Kreuther,677.0,15.0,25.5,0.0,20.25
2008-09-05,Olympia,,15.0,25.5,0.0,20.25
2008-09-05,Arnulf,1092.0,15.0,25.5,0.0,20.25
2008-09-06,Arnulf,950.0,14.6,26.9,0.0,20.75
2008-09-06,Kreuther,659.0,14.6,26.9,0.0,20.75
2008-09-06,Hirsch,,14.6,26.9,0.0,20.75
2008-09-06,Olympia,,14.6,26.9,0.0,20.75
2008-09-07,Hirsch,,11.7,15.7,2.5,13.7
2008-09-07,Kreuther,114.0,11.7,15.7,2.5,13.7
2008-09-07,Arnulf,183.0,11.7,15.7,2.5,13.7
2008-09-07,Olympia,,11.7,15.7,2.5,13.7
2008-09-08,Olympia,,10.5,20.8,0.0,15.65
2008-09-08,Arnulf,1185.0,10.5,20.8,0.0,15.65
2008-09-08,Kreuther,828.0,10.5,20.8,0.0,15.65
2008-09-08,Hirsch,,10.5,20.8,0.0,15.65
2008-09-09,Arnulf,1347.0,7.1,23.8,0.0,15.45
2008-09-09,Kreuther,804.0,7.1,23.8,0.0,15.45
2008-09-09,Hirsch,,7.1,23.8,0.0,15.45
2008-09-09,Olympia,,7.1,23.8,0.0,15.45
2008-09-10,Arnulf,1117.0,11.6,24.7,0.0,18.15
2008-09-10,Hirsch,,11.6,24.7,0.0,18.15
2008-09-10,Kreuther,685.0,11.6,24.7,0.0,18.15
2008-09-10,Olympia,,11.6,24.7,0.0,18.15
2008-09-11,Arnulf,1127.0,11.9,25.9,1.9,18.9
2008-09-11,Kreuther,791.0,11.9,25.9,1.9,18.9
2008-09-11,Hirsch,,11.9,25.9,1.9,18.9
2008-09-11,Olympia,,11.9,25.9,1.9,18.9
2008-09-12,Hirsch,,13.5,20.6,1.6,17.05
2008-09-12,Kreuther,416.0,13.5,20.6,1.6,17.05
2008-09-12,Olympia,,13.5,20.6,1.6,17.05
2008-09-12,Arnulf,817.0,13.5,20.6,1.6,17.05
2008-09-13,Olympia,,9.7,14.8,0.2,12.25
2008-09-13,Arnulf,417.0,9.7,14.8,0.2,12.25
2008-09-13,Kreuther,227.0,9.7,14.8,0.2,12.25
2008-09-13,Hirsch,,9.7,14.8,0.2,12.25
2008-09-14,Olympia,,5.8,10.4,1.7,8.1
2008-09-14,Kreuther,208.0,5.8,10.4,1.7,8.1
2008-09-14,Hirsch,,5.8,10.4,1.7,8.1
2008-09-14,Arnulf,254.0,5.8,10.4,1.7,8.1
2008-09-15,Hirsch,,6.5,8.0,7.0,7.25
2008-09-15,Arnulf,548.0,6.5,8.0,7.0,7.25
2008-09-15,Kreuther,302.0,6.5,8.0,7.0,7.25
2008-09-15,Olympia,,6.5,8.0,7.0,7.25
2008-09-16,Arnulf,736.0,6.0,9.3,0.0,7.65
2008-09-16,Olympia,,6.0,9.3,0.0,7.65
2008-09-16,Kreuther,427.0,6.0,9.3,0.0,7.65
2008-09-16,Hirsch,,6.0,9.3,0.0,7.65
2008-09-17,Olympia,,2.9,10.0,0.0,6.45
2008-09-17,Hirsch,,2.9,10.0,0.0,6.45
2008-09-17,Arnulf,863.0,2.9,10.0,0.0,6.45
2008-09-17,Kreuther,599.0,2.9,10.0,0.0,6.45
2008-09-18,Kreuther,679.0,1.0,13.1,0.0,7.05
2008-09-18,Hirsch,,1.0,13.1,0.0,7.05
2008-09-18,Arnulf,936.0,1.0,13.1,0.0,7.05
2008-09-18,Olympia,,1.0,13.1,0.0,7.05
