iter	RMSE
619	859.3100323
620	858.9888408
621	858.777798
622	858.5624087
623	858.3673581
624	858.3082119
625	858.2449411
626	858.0100976
627	857.7924079
628	857.5600725
629	857.1833614
630	857.1008346
631	856.8500466
632	856.7244501
633	856.4667518
634	856.2423874
635	855.951399
636	855.8205413
637	855.6088365
638	855.3977659
639	855.3246472
640	855.0787023
641	855.0140462
642	854.8078953
643	854.7222215
644	854.652931
645	854.4767803
646	854.3945348
647	854.2756924
648	854.0269192
649	853.8820985
650	853.8054933
651	853.4596039
652	853.2781303
653	853.0549824
654	852.9651515
655	852.7887992
656	852.6719128
657	852.3958285
658	852.184828
659	851.9261257
660	851.8429832
661	851.5295572
662	851.4353666
663	851.3711502
664	851.2401175
665	851.0533097
666	850.9722231
667	850.7656755
668	850.6116697
669	850.3952068
670	850.169829
671	849.9416722
672	849.8812405
673	849.5863317
674	849.5278311
675	849.3712452
676	849.3053496
677	849.2085862
678	848.9536073
679	848.8013368
680	848.488462
681	848.4051038
682	848.067469
683	847.9238493
684	847.911579
685	847.6602218
686	847.4392892
687	847.132752
688	847.018871
689	846.7560744
690	846.5974538
691	846.4245672
692	846.3029257
693	846.2050049
694	845.7190952
695	845.6499275
696	845.4583867
697	845.2434382
698	845.029695
699	844.8013087
700	844.6831621
701	844.4025588
702	844.2453728
703	844.124775
704	843.8831834
705	843.7404957
706	843.6139138
707	843.30153
708	843.1512072
709	842.9416089
710	842.7303525
711	842.6068882
712	842.4809825
713	842.3194685
714	842.2382266
715	842.0200427
716	841.9232111
717	841.7551113
718	841.5697959
719	841.4401232
720	841.382791
721	841.2231541
722	841.0138398
723	840.8482761
724	840.6902959
725	840.4699878
726	840.3636942
727	840.2103801
728	840.0697431
729	839.9165472
730	839.721643
731	839.4268839
732	839.3231667
733	839.101971
734	838.9189812
735	838.8448943
736	838.7934659
737	838.5651478
738	838.4264854
739	838.1361959
740	838.0491862
741	837.8999986
742	837.797438
743	837.613541
744	837.5302268
745	837.4318618
746	837.3440605
747	837.2910377
748	836.9653359
749	836.9584042
750	836.7945195
751	836.5645232
752	836.5068266
753	836.3846583
754	836.231119
755	836.1522748
756	836.0847157
757	835.7542756
758	835.4562697
759	835.1310057
760	834.8868334
761	834.5580402
762	834.3505289
763	834.2275129
764	834.1478266
765	834.1045012
766	833.9574968
767	833.7472674
768	833.5918924
769	833.5119655
770	833.4337742
771	833.2662433
772	832.9490084
773	832.7023648
774	832.4901416
775	832.2755417
776	832.2566292
777	831.9750589
778	831.8347213
779	831.6998658
780	831.4028345
781	831.3513783
782	831.121813
783	831.0018857
784	830.8899556
785	830.6469997
786	830.4620065
787	830.3193956
788	830.1227637
789	829.9975909
790	829.7585523
791	829.6005565
792	829.4076671
793	829.1641124
794	828.9866075
795	828.7644443
796	828.6292741
797	828.4828334
798	828.4180244
799	828.1835467
800	828.0320623
801	827.790286
802	827.6263822
803	827.4320785
804	827.2504794
805	827.0869905
806	826.8545036
807	826.6023791
808	826.3525553
809	826.0969028
810	826.0030623
811	825.8158555
812	825.6901986
813	825.506798
814	825.313755
815	825.2093357
816	825.0719968
817	825.0056698
818	824.7949777
819	824.7848625
820	824.7023237
821	824.5597134
822	824.3489924
823	824.0933022
824	823.9319114
825	823.7157601
826	823.6024621
827	823.5078126
828	823.2949927
829	822.9996975
830	822.9197423
831	822.8238942
832	822.6482456
833	822.4525819
834	822.2439429
835	821.9508227
836	821.6870343
837	821.5597195
838	821.3704099
839	821.3341602
840	821.2826078
841	821.1498866
842	820.9588111
843	820.7743309
844	820.5859563
845	820.4397104
846	820.3074322
847	820.0434615
848	819.8098373
849	819.6011791
850	819.5254441
851	819.5142008
852	819.3288788
853	819.2147716
854	819.0424964
855	818.8690619
856	818.7913018
857	818.5474497
858	818.3592433
859	818.2265787
860	818.1101254
861	818.0394621
862	817.7414861
863	817.4666053
864	817.216954
865	816.9610974
866	816.8333306
867	816.6200643
868	816.5614278
869	816.3863789
870	816.2299588
871	816.1637234
872	816.1048049
873	816.0293933
874	815.8958876
875	815.8166186
876	815.7190285
877	815.5745697
878	815.3102084
879	815.1584478
880	815.0287396
881	814.9676982
882	814.7279634
883	814.5192346
884	814.3324768
885	814.1688626
886	814.0014349
887	813.9419048
888	813.7494635
889	813.5306676
890	813.2017624
891	812.9409075
892	812.8409514
893	812.7781254
894	812.6277102
895	812.5061342
896	812.3724636
897	812.1471217
898	812.1357637
899	812.0645056
900	811.7969487
901	811.6119759
902	811.4400342
903	811.3387576
904	811.2645144
905	811.0736503
906	811.0145771
907	810.773158
908	810.7241667
909	810.610697
910	810.5443001
911	810.4097714
912	810.3351324
913	810.1343493
914	810.0571583
915	809.9891291
916	809.9019597
917	809.6948756
918	809.4216423
919	809.2926427
920	809.1288481
921	809.051678
922	809.0127449
923	808.8363077
924	808.6310009
925	808.5933757
926	808.4108835
927	808.2664903
928	808.1773637
929	808.1147327
930	807.9931984
931	807.9104375
932	807.645153
933	807.5098377
934	807.3647151
935	807.1878603
936	807.0270323
937	806.8085672
938	806.5783086
939	806.458242
940	806.1806641
941	805.9492823
942	805.9146676
943	805.7875445
944	805.6475287
945	805.532715
946	805.3489274
947	805.2817077
948	805.0739975
949	804.8624075
950	804.6517241
951	804.5304006
952	804.4550533
953	804.320843
954	804.1800369
955	804.0264974
956	803.9024936
957	803.8279638
958	803.6370654
959	803.5793648
960	803.5122336
961	803.2683861
962	803.1033886
963	802.970061
964	802.7718012
965	802.6565006
966	802.5780692
967	802.4228187
968	802.3439316
969	802.2357984
970	802.1871954
971	802.0145673
972	801.7223648
973	801.6393775
974	801.583458
975	801.3825069
976	801.2421808
977	801.1005571
978	800.9866394
979	800.8545301
980	800.8145599
981	800.691445
982	800.6477872
983	800.4781373
984	800.3040307
985	800.0195548
986	799.9072103
987	799.8542022
988	799.680214
989	799.4042233
990	799.2325979
991	799.0885486
992	799.0489191
993	798.9310835
994	798.7637753
995	798.5616026
996	798.2995089
997	798.1689958
998	798.0175966
999	797.984466
